team1Name,team2Name,week,day,start,end,season,league,location
New Douglas Wildcats,Port Jamesstad Pirates,19,1,2.5,4.5,2024,Obsidian League,Lake Dawn Hub Field #1
Millerburgh Sox,Jacobchester Hornets,19,1,14.5,16.5,2024,Obsidian League,Wesleybury Place Field #2
Kingberg Eagles,West Jonathanville Sabres,19,1,4.5,6.5,2024,Obsidian League,Wesleybury Place Field #2
South Charles Westerners,Lake Katelynmouth Wildcats,19,1,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #2
New Ginaborough Westerners,New Sharon Bulls,19,2,14.0,16.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Jerryberg Eagles,Bryantmouth Sabres,19,1,12.0,14.0,2024,Obsidian League,North Christine Complex Field #1
Michaelberg Mavericks,Vargasside Sabres,19,2,16.0,18.0,2024,Obsidian League,Lake Dawn Hub Field #1
Crystalshire Rappers,Port Laura Raptors,19,1,16.5,18.5,2024,Obsidian League,Wesleybury Place Field #2
North Heathershire Bobcats,Port Connieland Wildcats,19,2,10.5,12.5,2024,Obsidian League,Wesleybury Place Field #1
East Matthewburgh Bobcats,East Jennaview Jacks,19,1,7.0,9.0,2024,Obsidian League,Wesleybury Place Field #2
Theodorehaven Sox,Lake Taylor Jacks,19,1,1.0,3.0,2024,Obsidian League,Wesleybury Place Field #1
Schwartzmouth Americans,Port Terriville Bears,19,5,4.5,6.5,2024,Obsidian League,Wesleybury Place Field #1
New Meghanborough Celtics,Charlesfurt Bulls,19,1,9.0,11.0,2024,Obsidian League,North Christine Complex Field #1
East Michael Americans,West Charles Pirates,19,1,20.0,22.0,2024,Obsidian League,Wesleybury Place Field #1
North Rita Jacks,Singhton Celtics,19,2,18.0,20.0,2024,Obsidian League,Lake Dawn Hub Field #1
Audreybury Eagles,Robbinsland Sox,19,1,18.5,20.5,2024,Obsidian League,Wesleybury Place Field #2
New Douglas Wildcats,Millerburgh Sox,20,2,8.0,10.0,2024,Obsidian League,Wesleybury Place Field #1
Kingberg Eagles,Port Jamesstad Pirates,20,1,4.5,6.5,2024,Obsidian League,Wesleybury Place Field #2
South Charles Westerners,Jacobchester Hornets,20,1,6.5,8.5,2024,Obsidian League,Wesleybury Place Field #2
New Ginaborough Westerners,West Jonathanville Sabres,20,3,5.0,7.0,2024,Obsidian League,Wesleybury Place Field #1
New Jerryberg Eagles,Lake Katelynmouth Wildcats,20,1,14.5,16.5,2024,Obsidian League,Wesleybury Place Field #2
Michaelberg Mavericks,New Sharon Bulls,20,2,4.5,6.5,2024,Obsidian League,Lake Dawn Hub Field #1
Crystalshire Rappers,Bryantmouth Sabres,20,1,2.0,4.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Heathershire Bobcats,Vargasside Sabres,20,1,16.0,18.0,2024,Obsidian League,North Christine Complex Field #3
East Matthewburgh Bobcats,Port Laura Raptors,20,3,2.0,4.0,2024,Obsidian League,Lake Dawn Hub Field #1
Theodorehaven Sox,Port Connieland Wildcats,20,3,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
Schwartzmouth Americans,East Jennaview Jacks,20,3,11.0,13.0,2024,Obsidian League,Wesleybury Place Field #1
New Meghanborough Celtics,Lake Taylor Jacks,20,1,2.5,4.5,2024,Obsidian League,Wesleybury Place Field #1
East Michael Americans,Port Terriville Bears,20,1,20.0,22.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Rita Jacks,Charlesfurt Bulls,20,2,15.5,17.5,2024,Obsidian League,Lake Dawn Hub Field #1
Audreybury Eagles,West Charles Pirates,20,1,20.0,22.0,2024,Obsidian League,Wesleybury Place Field #1
Robbinsland Sox,Singhton Celtics,20,1,10.0,12.0,2024,Obsidian League,Wesleybury Place Field #2
New Douglas Wildcats,Kingberg Eagles,21,1,4.5,6.5,2024,Obsidian League,Wesleybury Place Field #2
South Charles Westerners,Millerburgh Sox,21,1,17.0,19.0,2024,Obsidian League,Wesleybury Place Field #1
New Ginaborough Westerners,Port Jamesstad Pirates,21,1,15.5,17.5,2024,Obsidian League,North Christine Complex Field #1
New Jerryberg Eagles,Jacobchester Hornets,21,1,12.0,14.0,2024,Obsidian League,Wesleybury Place Field #2
Michaelberg Mavericks,West Jonathanville Sabres,21,2,19.0,21.0,2024,Obsidian League,Lake Dawn Hub Field #1
Crystalshire Rappers,Lake Katelynmouth Wildcats,21,1,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #2
North Heathershire Bobcats,New Sharon Bulls,21,2,10.5,12.5,2024,Obsidian League,Wesleybury Place Field #1
East Matthewburgh Bobcats,Bryantmouth Sabres,21,1,1.0,3.0,2024,Obsidian League,Lake Dawn Hub Field #1
Theodorehaven Sox,Vargasside Sabres,21,1,6.5,8.5,2024,Obsidian League,Wesleybury Place Field #2
Schwartzmouth Americans,Port Laura Raptors,21,1,19.0,21.0,2024,Obsidian League,Wesleybury Place Field #1
New Meghanborough Celtics,Port Connieland Wildcats,21,2,12.5,14.5,2024,Obsidian League,Wesleybury Place Field #1
East Michael Americans,East Jennaview Jacks,21,1,21.0,23.0,2024,Obsidian League,Wesleybury Place Field #1
North Rita Jacks,Lake Taylor Jacks,21,1,8.0,10.0,2024,Obsidian League,West Anthonyhaven Facility Field #1
Audreybury Eagles,Port Terriville Bears,21,1,14.0,16.0,2024,Obsidian League,Wesleybury Place Field #2
Robbinsland Sox,Charlesfurt Bulls,21,1,16.0,18.0,2024,Obsidian League,Wesleybury Place Field #2
Singhton Celtics,West Charles Pirates,21,1,18.0,20.0,2024,Obsidian League,Wesleybury Place Field #2
New Douglas Wildcats,South Charles Westerners,22,1,4.0,6.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Ginaborough Westerners,Kingberg Eagles,22,3,5.0,7.0,2024,Obsidian League,Wesleybury Place Field #1
New Jerryberg Eagles,Millerburgh Sox,22,4,20.5,22.5,2024,Obsidian League,West Cliffordborough Complex Field #1
Michaelberg Mavericks,Port Jamesstad Pirates,22,2,4.5,6.5,2024,Obsidian League,Lake Dawn Hub Field #1
Crystalshire Rappers,Jacobchester Hornets,22,1,6.0,8.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Heathershire Bobcats,West Jonathanville Sabres,22,4,10.0,12.0,2024,Obsidian League,Lake Dawn Hub Field #1
East Matthewburgh Bobcats,Lake Katelynmouth Wildcats,22,2,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
Theodorehaven Sox,New Sharon Bulls,22,1,8.0,10.0,2024,Obsidian League,Lake Dawn Hub Field #1
Schwartzmouth Americans,Bryantmouth Sabres,22,1,10.0,12.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Meghanborough Celtics,Vargasside Sabres,22,1,12.0,14.0,2024,Obsidian League,Lake Dawn Hub Field #1
East Michael Americans,Port Laura Raptors,22,1,14.0,16.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Rita Jacks,Port Connieland Wildcats,22,2,12.5,14.5,2024,Obsidian League,Lake Dawn Hub Field #1
Audreybury Eagles,East Jennaview Jacks,22,1,16.0,18.0,2024,Obsidian League,Lake Dawn Hub Field #1
Robbinsland Sox,Lake Taylor Jacks,22,1,9.5,11.5,2024,Obsidian League,Wesleybury Place Field #1
Singhton Celtics,Port Terriville Bears,22,1,11.5,13.5,2024,Obsidian League,Wesleybury Place Field #1
West Charles Pirates,Charlesfurt Bulls,22,1,18.0,20.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Douglas Wildcats,New Ginaborough Westerners,23,3,5.0,7.0,2024,Obsidian League,Wesleybury Place Field #1
New Jerryberg Eagles,South Charles Westerners,23,1,12.0,14.0,2024,Obsidian League,Lake Dawn Hub Field #1
Michaelberg Mavericks,Kingberg Eagles,23,2,18.5,20.5,2024,Obsidian League,Lake Dawn Hub Field #1
Crystalshire Rappers,Millerburgh Sox,23,2,10.0,12.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Heathershire Bobcats,Port Jamesstad Pirates,23,1,16.0,18.0,2024,Obsidian League,North Christine Complex Field #1
East Matthewburgh Bobcats,Jacobchester Hornets,23,1,4.0,6.0,2024,Obsidian League,Lake Dawn Hub Field #1
Theodorehaven Sox,West Jonathanville Sabres,23,1,6.0,8.0,2024,Obsidian League,Lake Dawn Hub Field #1
Schwartzmouth Americans,Lake Katelynmouth Wildcats,23,1,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Meghanborough Celtics,New Sharon Bulls,23,1,6.5,8.5,2024,Obsidian League,Wesleybury Place Field #1
East Michael Americans,Bryantmouth Sabres,23,1,14.0,16.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Rita Jacks,Vargasside Sabres,23,1,8.5,10.5,2024,Obsidian League,Wesleybury Place Field #1
Audreybury Eagles,Port Laura Raptors,23,1,16.0,18.0,2024,Obsidian League,Lake Dawn Hub Field #1
Robbinsland Sox,Port Connieland Wildcats,23,2,12.0,14.0,2024,Obsidian League,Lake Dawn Hub Field #1
Singhton Celtics,East Jennaview Jacks,23,2,7.5,9.5,2024,Obsidian League,Lake Dawn Hub Field #1
West Charles Pirates,Lake Taylor Jacks,23,1,18.0,20.0,2024,Obsidian League,Lake Dawn Hub Field #1
Charlesfurt Bulls,Port Terriville Bears,23,1,11.5,13.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,New Jerryberg Eagles,24,3,19.0,21.0,2024,Obsidian League,North Christine Complex Field #1
Michaelberg Mavericks,New Ginaborough Westerners,24,1,17.5,19.5,2024,Obsidian League,North Christine Complex Field #1
Crystalshire Rappers,South Charles Westerners,24,1,4.0,6.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Heathershire Bobcats,Kingberg Eagles,24,3,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
East Matthewburgh Bobcats,Millerburgh Sox,24,2,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
Theodorehaven Sox,Port Jamesstad Pirates,24,1,6.0,8.0,2024,Obsidian League,Lake Dawn Hub Field #1
Schwartzmouth Americans,Jacobchester Hornets,24,1,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Meghanborough Celtics,West Jonathanville Sabres,24,1,11.0,13.0,2024,Obsidian League,Lake Dawn Hub Field #1
East Michael Americans,Lake Katelynmouth Wildcats,24,1,13.0,15.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Rita Jacks,New Sharon Bulls,24,1,8.0,10.0,2024,Obsidian League,Wesleybury Place Field #1
Audreybury Eagles,Bryantmouth Sabres,24,1,1.0,3.0,2024,Obsidian League,Lake Dawn Hub Field #1
Robbinsland Sox,Vargasside Sabres,24,1,10.0,12.0,2024,Obsidian League,Wesleybury Place Field #1
Singhton Celtics,Port Laura Raptors,24,1,15.0,17.0,2024,Obsidian League,Lake Dawn Hub Field #1
West Charles Pirates,Port Connieland Wildcats,24,3,11.0,13.0,2024,Obsidian League,Wesleybury Place Field #1
Charlesfurt Bulls,East Jennaview Jacks,24,2,11.0,13.0,2024,Obsidian League,Lake Dawn Hub Field #1
Port Terriville Bears,Lake Taylor Jacks,24,1,12.0,14.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Michaelberg Mavericks,25,2,8.0,10.0,2024,Obsidian League,Lake Dawn Hub Field #1
Crystalshire Rappers,New Jerryberg Eagles,25,5,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
North Heathershire Bobcats,New Ginaborough Westerners,25,1,16.0,18.0,2024,Obsidian League,North Christine Complex Field #1
East Matthewburgh Bobcats,South Charles Westerners,25,1,4.0,6.0,2024,Obsidian League,Lake Dawn Hub Field #1
Theodorehaven Sox,Kingberg Eagles,25,1,6.0,8.0,2024,Obsidian League,Lake Dawn Hub Field #1
Schwartzmouth Americans,Millerburgh Sox,25,3,10.5,12.5,2024,Obsidian League,Wesleybury Place Field #1
New Meghanborough Celtics,Port Jamesstad Pirates,25,1,8.0,10.0,2024,Obsidian League,Lake Dawn Hub Field #1
East Michael Americans,Jacobchester Hornets,25,1,10.0,12.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Rita Jacks,West Jonathanville Sabres,25,1,8.0,10.0,2024,Obsidian League,Wesleybury Place Field #1
Audreybury Eagles,Lake Katelynmouth Wildcats,25,1,12.0,14.0,2024,Obsidian League,Lake Dawn Hub Field #1
Robbinsland Sox,New Sharon Bulls,25,1,10.0,12.0,2024,Obsidian League,Wesleybury Place Field #1
Singhton Celtics,Bryantmouth Sabres,25,1,14.0,16.0,2024,Obsidian League,Lake Dawn Hub Field #1
West Charles Pirates,Vargasside Sabres,25,1,16.0,18.0,2024,Obsidian League,Lake Dawn Hub Field #1
Charlesfurt Bulls,Port Laura Raptors,25,1,18.0,20.0,2024,Obsidian League,Lake Dawn Hub Field #1
Port Terriville Bears,Port Connieland Wildcats,25,2,10.5,12.5,2024,Obsidian League,Lake Dawn Hub Field #1
Lake Taylor Jacks,East Jennaview Jacks,25,1,12.0,14.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Crystalshire Rappers,26,1,2.0,4.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Heathershire Bobcats,Michaelberg Mavericks,26,1,17.5,19.5,2024,Obsidian League,North Christine Complex Field #1
East Matthewburgh Bobcats,New Jerryberg Eagles,26,4,20.5,22.5,2024,Obsidian League,West Cliffordborough Complex Field #1
Theodorehaven Sox,New Ginaborough Westerners,26,2,18.0,20.0,2024,Obsidian League,Lake Dawn Hub Field #1
Schwartzmouth Americans,South Charles Westerners,26,1,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Meghanborough Celtics,Kingberg Eagles,26,1,4.5,6.5,2024,Obsidian League,Lake Dawn Hub Field #1
East Michael Americans,Millerburgh Sox,26,1,11.5,13.5,2024,Obsidian League,Lake Dawn Hub Field #1
North Rita Jacks,Port Jamesstad Pirates,26,1,13.5,15.5,2024,Obsidian League,Lake Dawn Hub Field #1
Audreybury Eagles,Jacobchester Hornets,26,1,6.5,8.5,2024,Obsidian League,Lake Dawn Hub Field #1
Robbinsland Sox,West Jonathanville Sabres,26,1,9.5,11.5,2024,Obsidian League,Wesleybury Place Field #1
Singhton Celtics,Lake Katelynmouth Wildcats,26,1,11.5,13.5,2024,Obsidian League,Wesleybury Place Field #1
West Charles Pirates,New Sharon Bulls,26,1,15.5,17.5,2024,Obsidian League,Lake Dawn Hub Field #1
Charlesfurt Bulls,Bryantmouth Sabres,26,1,17.5,19.5,2024,Obsidian League,Lake Dawn Hub Field #1
Port Terriville Bears,Vargasside Sabres,26,1,13.5,15.5,2024,Obsidian League,Wesleybury Place Field #1
Lake Taylor Jacks,Port Laura Raptors,26,1,15.5,17.5,2024,Obsidian League,Wesleybury Place Field #1
East Jennaview Jacks,Port Connieland Wildcats,26,2,10.5,12.5,2024,Obsidian League,Lake Dawn Hub Field #1
New Douglas Wildcats,North Heathershire Bobcats,27,3,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
East Matthewburgh Bobcats,Crystalshire Rappers,27,1,2.0,4.0,2024,Obsidian League,Lake Dawn Hub Field #1
Theodorehaven Sox,Michaelberg Mavericks,27,2,18.0,20.0,2024,Obsidian League,Lake Dawn Hub Field #1
Schwartzmouth Americans,New Jerryberg Eagles,27,6,4.5,6.5,2024,Obsidian League,Lake Dawn Hub Field #1
New Meghanborough Celtics,New Ginaborough Westerners,27,2,12.5,14.5,2024,Obsidian League,Lake Dawn Hub Field #1
East Michael Americans,South Charles Westerners,27,1,6.0,8.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Rita Jacks,Kingberg Eagles,27,2,18.5,20.5,2024,Obsidian League,Wesleybury Place Field #1
Audreybury Eagles,Millerburgh Sox,27,1,11.5,13.5,2024,Obsidian League,Lake Dawn Hub Field #1
Robbinsland Sox,Port Jamesstad Pirates,27,1,9.5,11.5,2024,Obsidian League,Lake Dawn Hub Field #1
Singhton Celtics,Jacobchester Hornets,27,1,13.5,15.5,2024,Obsidian League,Lake Dawn Hub Field #1
West Charles Pirates,West Jonathanville Sabres,27,1,15.5,17.5,2024,Obsidian League,Lake Dawn Hub Field #1
Charlesfurt Bulls,Lake Katelynmouth Wildcats,27,1,17.5,19.5,2024,Obsidian League,Lake Dawn Hub Field #1
Port Terriville Bears,New Sharon Bulls,27,1,11.5,13.5,2024,Obsidian League,Wesleybury Place Field #1
Lake Taylor Jacks,Bryantmouth Sabres,27,1,4.0,6.0,2024,Obsidian League,Lake Dawn Hub Field #1
East Jennaview Jacks,Vargasside Sabres,27,1,7.0,9.0,2024,Obsidian League,Wesleybury Place Field #1
Port Connieland Wildcats,Port Laura Raptors,27,2,16.0,18.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Douglas Wildcats,East Matthewburgh Bobcats,28,1,1.0,3.0,2024,Obsidian League,Lake Dawn Hub Field #1
Theodorehaven Sox,North Heathershire Bobcats,28,3,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
Schwartzmouth Americans,Crystalshire Rappers,28,1,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Meghanborough Celtics,Michaelberg Mavericks,28,2,4.5,6.5,2024,Obsidian League,Lake Dawn Hub Field #1
East Michael Americans,New Jerryberg Eagles,28,1,12.0,14.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Rita Jacks,New Ginaborough Westerners,28,2,12.5,14.5,2024,Obsidian League,Lake Dawn Hub Field #1
Audreybury Eagles,South Charles Westerners,28,1,4.0,6.0,2024,Obsidian League,Lake Dawn Hub Field #1
Robbinsland Sox,Kingberg Eagles,28,2,18.5,20.5,2024,Obsidian League,Lake Dawn Hub Field #1
Singhton Celtics,Millerburgh Sox,28,1,14.0,16.0,2024,Obsidian League,Lake Dawn Hub Field #1
West Charles Pirates,Port Jamesstad Pirates,28,1,6.0,8.0,2024,Obsidian League,Lake Dawn Hub Field #1
Charlesfurt Bulls,Jacobchester Hornets,28,1,16.0,18.0,2024,Obsidian League,Lake Dawn Hub Field #1
Port Terriville Bears,West Jonathanville Sabres,28,1,11.5,13.5,2024,Obsidian League,Wesleybury Place Field #1
Lake Taylor Jacks,Lake Katelynmouth Wildcats,28,1,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
East Jennaview Jacks,New Sharon Bulls,28,1,7.0,9.0,2024,Obsidian League,Wesleybury Place Field #1
Port Connieland Wildcats,Bryantmouth Sabres,28,2,14.5,16.5,2024,Obsidian League,Lake Dawn Hub Field #1
Port Laura Raptors,Vargasside Sabres,28,1,18.0,20.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Douglas Wildcats,Theodorehaven Sox,29,1,1.0,3.0,2024,Obsidian League,Lake Dawn Hub Field #1
Schwartzmouth Americans,East Matthewburgh Bobcats,29,3,1.0,3.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Meghanborough Celtics,North Heathershire Bobcats,29,2,10.5,12.5,2024,Obsidian League,Lake Dawn Hub Field #1
East Michael Americans,Crystalshire Rappers,29,1,6.0,8.0,2024,Obsidian League,Lake Dawn Hub Field #1
North Rita Jacks,Michaelberg Mavericks,29,2,12.5,14.5,2024,Obsidian League,Lake Dawn Hub Field #1
Audreybury Eagles,New Jerryberg Eagles,29,1,12.0,14.0,2024,Obsidian League,Lake Dawn Hub Field #1
Robbinsland Sox,New Ginaborough Westerners,29,2,14.5,16.5,2024,Obsidian League,Lake Dawn Hub Field #1
Singhton Celtics,South Charles Westerners,29,1,10.0,12.0,2024,Obsidian League,Lake Dawn Hub Field #1
West Charles Pirates,Kingberg Eagles,29,1,8.0,10.0,2024,Obsidian League,Lake Dawn Hub Field #1
Charlesfurt Bulls,Millerburgh Sox,29,1,14.0,16.0,2024,Obsidian League,Lake Dawn Hub Field #1
Port Terriville Bears,Port Jamesstad Pirates,29,1,11.5,13.5,2024,Obsidian League,Wesleybury Place Field #1
Lake Taylor Jacks,Jacobchester Hornets,29,1,4.0,6.0,2024,Obsidian League,Lake Dawn Hub Field #1
East Jennaview Jacks,West Jonathanville Sabres,29,1,7.0,9.0,2024,Obsidian League,Wesleybury Place Field #1
Port Connieland Wildcats,Lake Katelynmouth Wildcats,29,2,10.5,12.5,2024,Obsidian League,Wesleybury Place Field #1
Port Laura Raptors,New Sharon Bulls,29,1,16.0,18.0,2024,Obsidian League,Lake Dawn Hub Field #1
Vargasside Sabres,Bryantmouth Sabres,29,1,5.0,7.0,2024,Obsidian League,Wesleybury Place Field #1
Melissaland Warriors,Port Jessica Hawks,12,1,13.0,15.0,2024,Diamond League,Lake Dawn Hub Field #1
Port Matthewside Bulls,Villarrealfort Chiefs,12,1,8.0,10.0,2024,Diamond League,Lake Dawn Hub Field #1
Fernandezhaven Chargers,New Rick Vikings,12,1,2.5,4.5,2024,Diamond League,Lake Dawn Hub Field #1
West Sarah Westerners,Henryville Commandos,12,1,11.0,13.0,2024,Diamond League,Lake Dawn Hub Field #1
East Charles Rappers,North Dawn Jacks,12,1,4.5,6.5,2024,Diamond League,Lake Dawn Hub Field #1
Tylerville Robbers,Lake Monicaview Hawks,12,2,8.0,10.0,2024,Diamond League,Lake Dawn Hub Field #1
North Thomas Jacks,Hayesview Vikings,12,1,18.0,20.0,2024,Diamond League,North Christine Complex Field #1
West Denise Grizzlies,Carterport Celtics,12,5,11.0,13.0,2024,Diamond League,Wesleybury Place Field #1
North Robertborough Dolphins,North Christian Bobcats,12,1,15.0,17.0,2024,Diamond League,Lake Dawn Hub Field #1
Normanmouth Bucaneers,Adamsview Celtics,12,1,6.5,8.5,2024,Diamond League,Wesleybury Place Field #1
East Deborahton Rappers,North Jason Sabres,12,1,17.0,19.0,2024,Diamond League,Lake Dawn Hub Field #1
Jameschester Mavericks,East Julie Bobcats,12,1,13.5,15.5,2024,Diamond League,North Christine Complex Field #1
Jillville Americans,Alvaradofort Bobcats,12,3,7.0,9.0,2024,Diamond League,Wesleybury Place Field #1
Port Christianview Sabres,Fletchermouth Hawks,12,2,2.0,4.0,2024,Diamond League,Lake Jennifermouth Dome Field #1
New Annetteside Raptors,New Kimberly Bobcats,12,1,19.0,21.0,2024,Diamond League,Lake Dawn Hub Field #1
Boltonfurt Americans,East Tiffanyton Pirates,12,2,17.5,19.5,2024,Diamond League,Lake Dawn Hub Field #1
Lake Alexander Celtics,Gonzalesmouth Jacks,12,1,21.0,23.0,2024,Diamond League,Lake Dawn Hub Field #1
Lake Nicholas Americans,Lyonsland Robbers,12,1,8.5,10.5,2024,Diamond League,Wesleybury Place Field #1
North Mark Vikings,Danielstad Vikings,12,3,17.5,19.5,2024,Diamond League,Wesleybury Place Field #1
Kristinfurt Americans,Castillofort Westerners,12,1,12.0,14.0,2024,Diamond League,Wesleybury Place Field #1
Jonathanville Americans,Lake Raymond Warriors,12,2,10.0,12.0,2024,Diamond League,Lake Dawn Hub Field #1
North Rebecca Raptors,East Danabury Eagles,12,2,16.5,18.5,2024,Diamond League,Wesleybury Place Field #1
Mitchellburgh Warriors,Stevenmouth Sox,12,1,14.0,16.0,2024,Diamond League,Wesleybury Place Field #1
Lake Tonyachester Americans,Fisherchester Bulls,12,2,12.0,14.0,2024,Diamond League,Lake Dawn Hub Field #1
Melissaland Warriors,Port Matthewside Bulls,13,2,12.5,14.5,2024,Diamond League,Lake Dawn Hub Field #1
Fernandezhaven Chargers,Port Jessica Hawks,13,1,12.5,14.5,2024,Diamond League,Wesleybury Place Field #1
West Sarah Westerners,Villarrealfort Chiefs,13,1,14.5,16.5,2024,Diamond League,Wesleybury Place Field #1
East Charles Rappers,New Rick Vikings,13,1,19.5,21.5,2024,Diamond League,Lake Dawn Hub Field #1
Tylerville Robbers,Henryville Commandos,13,1,7.0,9.0,2024,Diamond League,Wesleybury Place Field #1
North Thomas Jacks,North Dawn Jacks,13,1,21.5,23.5,2024,Diamond League,Lake Dawn Hub Field #1
West Denise Grizzlies,Lake Monicaview Hawks,13,1,16.5,18.5,2024,Diamond League,North Christine Complex Field #2
North Robertborough Dolphins,Hayesview Vikings,13,2,2.5,4.5,2024,Diamond League,Lake Dawn Hub Field #1
Normanmouth Bucaneers,Carterport Celtics,13,1,3.0,5.0,2024,Diamond League,Wesleybury Place Field #1
East Deborahton Rappers,North Christian Bobcats,13,1,16.5,18.5,2024,Diamond League,Wesleybury Place Field #1
Jameschester Mavericks,Adamsview Celtics,13,1,7.5,9.5,2024,Diamond League,Wesleybury Place Field #2
Jillville Americans,North Jason Sabres,13,1,9.5,11.5,2024,Diamond League,Wesleybury Place Field #2
Port Christianview Sabres,East Julie Bobcats,13,1,16.0,18.0,2024,Diamond League,North Christine Complex Field #3
New Annetteside Raptors,Alvaradofort Bobcats,13,2,14.5,16.5,2024,Diamond League,Lake Dawn Hub Field #1
Boltonfurt Americans,Fletchermouth Hawks,13,1,5.0,7.0,2024,Diamond League,Wesleybury Place Field #1
Lake Alexander Celtics,New Kimberly Bobcats,13,1,18.5,20.5,2024,Diamond League,Wesleybury Place Field #1
Lake Nicholas Americans,East Tiffanyton Pirates,13,1,20.5,22.5,2024,Diamond League,Wesleybury Place Field #1
North Mark Vikings,Gonzalesmouth Jacks,13,1,14.0,16.0,2024,Diamond League,North Christine Complex Field #1
Kristinfurt Americans,Lyonsland Robbers,13,1,12.0,14.0,2024,Diamond League,Wesleybury Place Field #2
Jonathanville Americans,Danielstad Vikings,13,1,2.0,4.0,2024,Diamond League,Wesleybury Place Field #2
North Rebecca Raptors,Castillofort Westerners,13,3,4.5,6.5,2024,Diamond League,Wesleybury Place Field #1
Mitchellburgh Warriors,Lake Raymond Warriors,13,2,16.5,18.5,2024,Diamond League,Lake Dawn Hub Field #1
Lake Tonyachester Americans,East Danabury Eagles,13,2,18.5,20.5,2024,Diamond League,Lake Dawn Hub Field #1
Fisherchester Bulls,Stevenmouth Sox,13,2,4.5,6.5,2024,Diamond League,Lake Dawn Hub Field #1
Melissaland Warriors,Fernandezhaven Chargers,14,1,13.0,15.0,2024,Diamond League,Wesleybury Place Field #1
West Sarah Westerners,Port Matthewside Bulls,14,4,3.0,5.0,2024,Diamond League,Lake Dawn Hub Field #1
East Charles Rappers,Port Jessica Hawks,14,2,14.0,16.0,2024,Diamond League,Lake Dawn Hub Field #1
Tylerville Robbers,Villarrealfort Chiefs,14,1,10.0,12.0,2024,Diamond League,Wesleybury Place Field #1
North Thomas Jacks,New Rick Vikings,14,1,19.0,21.0,2024,Diamond League,Lake Dawn Hub Field #1
West Denise Grizzlies,Henryville Commandos,14,1,15.0,17.0,2024,Diamond League,Wesleybury Place Field #1
North Robertborough Dolphins,North Dawn Jacks,14,1,4.5,6.5,2024,Diamond League,Wesleybury Place Field #1
Normanmouth Bucaneers,Lake Monicaview Hawks,14,3,1.0,3.0,2024,Diamond League,Lake Dawn Hub Field #1
East Deborahton Rappers,Hayesview Vikings,14,2,3.0,5.0,2024,Diamond League,Lake Dawn Hub Field #1
Jameschester Mavericks,Carterport Celtics,14,1,11.0,13.0,2024,Diamond League,Wesleybury Place Field #2
Jillville Americans,North Christian Bobcats,14,1,13.0,15.0,2024,Diamond League,Wesleybury Place Field #2
Port Christianview Sabres,Adamsview Celtics,14,3,6.0,8.0,2024,Diamond League,Wesleybury Place Field #1
New Annetteside Raptors,North Jason Sabres,14,1,17.0,19.0,2024,Diamond League,Wesleybury Place Field #1
Boltonfurt Americans,East Julie Bobcats,14,3,12.5,14.5,2024,Diamond League,Wesleybury Place Field #1
Lake Alexander Celtics,Alvaradofort Bobcats,14,3,8.0,10.0,2024,Diamond League,Wesleybury Place Field #1
Lake Nicholas Americans,Fletchermouth Hawks,14,1,19.0,21.0,2024,Diamond League,Wesleybury Place Field #1
North Mark Vikings,New Kimberly Bobcats,14,1,14.0,16.0,2024,Diamond League,North Christine Complex Field #1
