team1Name,team2Name,week,day,start,end,season,league,location
West Jonathanburgh Dolphins,Port Danielstad Rappers,15,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Cynthiabury Chargers,Mcconnellbury Hawks,15,1,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Jaimeville Eagles,Mariastad Bears,15,1,4.5,6.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Richard Hornets,Porterchester Hornets,15,2,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Antonio Bobcats,Johnsonburgh Vikings,15,3,4.5,6.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Wilsonchester Westerners,Jessicaville Mavericks,15,1,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Andrewbury Bulls,North David Dolphins,15,2,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Julia Bucaneers,New Jeffrey Pirates,15,1,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Heather Mavericks,Whiteberg Pirates,15,1,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
West Pamelaton Wildcats,Jacksonborough Sox,15,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Kevintown Bears,Torresbury Bears,15,1,20.0,22.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Stacymouth Hornets,Serranoland Pirates,15,1,6.0,8.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Anthony Bears,Port Donald Hawks,15,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Franciscoport Pirates,Ashleyborough Robbers,15,2,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Suttonfort Chargers,Port Dannystad Pirates,15,5,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Jonathanburgh Dolphins,South Amanda Hornets,15,4,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Cynthiabury Chargers,South Stephen Vikings,15,1,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #2
East Jaimeville Eagles,Port Danielstad Rappers,15,5,7.0,9.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Richard Hornets,Mcconnellbury Hawks,15,1,19.0,21.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Wilsonchester Westerners,Porterchester Hornets,15,1,10.0,12.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,Johnsonburgh Vikings,15,2,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Julia Bucaneers,Jessicaville Mavericks,15,1,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Heather Mavericks,North David Dolphins,15,2,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Pamelaton Wildcats,New Jeffrey Pirates,15,1,0.5,2.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Kevintown Bears,Whiteberg Pirates,15,1,21.0,23.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North Stacymouth Hornets,Jacksonborough Sox,15,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Serranoland Pirates,Torresbury Bears,15,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,New Franciscoport Pirates,16,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Suttonfort Chargers,Port Donald Hawks,16,2,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #1
West Jonathanburgh Dolphins,Ashleyborough Robbers,16,4,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Cynthiabury Chargers,Port Dannystad Pirates,16,1,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #1
East Jaimeville Eagles,South Amanda Hornets,16,1,4.5,6.5,2024,Obsidian League,Johnsonmouth Hub Field #2
New Richard Hornets,South Stephen Vikings,16,2,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Antonio Bobcats,Port Danielstad Rappers,16,1,20.0,22.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Wilsonchester Westerners,Mcconnellbury Hawks,16,1,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,Mariastad Bears,16,2,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #2
East Julia Bucaneers,Porterchester Hornets,16,1,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Heather Mavericks,Johnsonburgh Vikings,16,2,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #2
West Pamelaton Wildcats,Jessicaville Mavericks,16,1,2.5,4.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Kevintown Bears,North David Dolphins,16,1,20.5,22.5,2024,Obsidian League,Johnsonmouth Hub Field #2
North Stacymouth Hornets,New Jeffrey Pirates,16,1,8.5,10.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Serranoland Pirates,Whiteberg Pirates,16,1,14.5,16.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Torresbury Bears,Jacksonborough Sox,16,7,1.0,3.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Suttonfort Chargers,16,2,8.5,10.5,2024,Obsidian League,Johnsonmouth Hub Field #2
West Jonathanburgh Dolphins,New Franciscoport Pirates,16,2,18.5,20.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Cynthiabury Chargers,Port Donald Hawks,16,1,16.5,18.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Jaimeville Eagles,Ashleyborough Robbers,16,1,10.5,12.5,2024,Obsidian League,Johnsonmouth Hub Field #2
New Richard Hornets,Port Dannystad Pirates,16,2,17.0,19.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North Antonio Bobcats,South Amanda Hornets,16,4,8.5,10.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Wilsonchester Westerners,South Stephen Vikings,16,1,18.5,20.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,Port Danielstad Rappers,16,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #3
East Julia Bucaneers,Mcconnellbury Hawks,16,3,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Heather Mavericks,Mariastad Bears,16,2,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #3
West Pamelaton Wildcats,Porterchester Hornets,16,1,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Kevintown Bears,Johnsonburgh Vikings,16,5,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Stacymouth Hornets,Jessicaville Mavericks,16,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Serranoland Pirates,North David Dolphins,16,2,10.5,12.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Jacksonborough Sox,Whiteberg Pirates,16,7,3.0,5.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,West Jonathanburgh Dolphins,17,1,18.5,20.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Cynthiabury Chargers,Suttonfort Chargers,17,2,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Jaimeville Eagles,New Franciscoport Pirates,17,2,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Richard Hornets,Port Donald Hawks,17,1,19.0,21.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North Antonio Bobcats,Ashleyborough Robbers,17,4,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Wilsonchester Westerners,Port Dannystad Pirates,17,1,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,South Amanda Hornets,17,2,9.0,11.0,2024,Obsidian League,Johnsonmouth Hub Field #2
East Julia Bucaneers,South Stephen Vikings,17,1,7.0,9.0,2024,Obsidian League,Johnsonmouth Hub Field #2
East Heather Mavericks,Port Danielstad Rappers,17,2,11.0,13.0,2024,Obsidian League,Johnsonmouth Hub Field #2
West Pamelaton Wildcats,Mcconnellbury Hawks,17,1,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Kevintown Bears,Mariastad Bears,17,2,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Stacymouth Hornets,Porterchester Hornets,17,1,9.0,11.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Serranoland Pirates,Johnsonburgh Vikings,17,3,4.5,6.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Torresbury Bears,Jessicaville Mavericks,17,1,20.5,22.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Jacksonborough Sox,North David Dolphins,17,2,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Anthony Bears,North Cynthiabury Chargers,17,1,14.5,16.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Jaimeville Eagles,West Jonathanburgh Dolphins,17,3,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Richard Hornets,Suttonfort Chargers,17,2,19.5,21.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Antonio Bobcats,New Franciscoport Pirates,17,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Wilsonchester Westerners,Port Donald Hawks,17,1,16.5,18.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,Ashleyborough Robbers,17,2,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Julia Bucaneers,Port Dannystad Pirates,17,1,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #3
East Heather Mavericks,South Amanda Hornets,17,2,1.0,3.0,2024,Obsidian League,Johnsonmouth Hub Field #1
West Pamelaton Wildcats,South Stephen Vikings,17,1,7.0,9.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Kevintown Bears,Port Danielstad Rappers,17,1,21.0,23.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North Stacymouth Hornets,Mcconnellbury Hawks,17,1,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Serranoland Pirates,Mariastad Bears,17,1,9.0,11.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Torresbury Bears,Porterchester Hornets,17,3,8.5,10.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Jacksonborough Sox,Johnsonburgh Vikings,17,4,7.0,9.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Whiteberg Pirates,Jessicaville Mavericks,17,1,14.5,16.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Jeffrey Pirates,North David Dolphins,17,2,7.0,9.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Anthony Bears,East Jaimeville Eagles,18,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Richard Hornets,North Cynthiabury Chargers,18,2,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Antonio Bobcats,West Jonathanburgh Dolphins,18,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Wilsonchester Westerners,Suttonfort Chargers,18,5,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Andrewbury Bulls,New Franciscoport Pirates,18,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #3
East Julia Bucaneers,Port Donald Hawks,18,2,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Heather Mavericks,Ashleyborough Robbers,18,2,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Pamelaton Wildcats,Port Dannystad Pirates,18,1,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Kevintown Bears,South Amanda Hornets,18,5,17.0,19.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Stacymouth Hornets,South Stephen Vikings,18,1,7.0,9.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Serranoland Pirates,Port Danielstad Rappers,18,1,20.0,22.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Torresbury Bears,Mcconnellbury Hawks,18,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Jacksonborough Sox,Mariastad Bears,18,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Whiteberg Pirates,Porterchester Hornets,18,1,12.0,14.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Jeffrey Pirates,Johnsonburgh Vikings,18,1,3.0,5.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North David Dolphins,Jessicaville Mavericks,18,1,20.5,22.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,New Richard Hornets,18,2,19.5,21.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Antonio Bobcats,East Jaimeville Eagles,18,3,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Wilsonchester Westerners,North Cynthiabury Chargers,18,1,9.0,11.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,West Jonathanburgh Dolphins,18,2,10.0,12.0,2024,Obsidian League,Johnsonmouth Hub Field #2
East Julia Bucaneers,Suttonfort Chargers,18,2,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Heather Mavericks,New Franciscoport Pirates,18,2,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Pamelaton Wildcats,Port Donald Hawks,18,4,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Kevintown Bears,Ashleyborough Robbers,18,5,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Stacymouth Hornets,Port Dannystad Pirates,18,1,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Serranoland Pirates,South Amanda Hornets,18,1,6.0,8.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Torresbury Bears,South Stephen Vikings,18,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Jacksonborough Sox,Port Danielstad Rappers,18,7,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Whiteberg Pirates,Mcconnellbury Hawks,18,1,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Jeffrey Pirates,Mariastad Bears,18,1,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North David Dolphins,Porterchester Hornets,18,2,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Jessicaville Mavericks,Johnsonburgh Vikings,18,1,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,North Antonio Bobcats,19,1,20.5,22.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Wilsonchester Westerners,New Richard Hornets,19,1,19.0,21.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,East Jaimeville Eagles,19,2,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Julia Bucaneers,North Cynthiabury Chargers,19,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Heather Mavericks,West Jonathanburgh Dolphins,19,2,16.5,18.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Pamelaton Wildcats,Suttonfort Chargers,19,5,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Kevintown Bears,New Franciscoport Pirates,19,1,21.0,23.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North Stacymouth Hornets,Port Donald Hawks,19,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Serranoland Pirates,Ashleyborough Robbers,19,1,6.0,8.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Torresbury Bears,Port Dannystad Pirates,19,3,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Jacksonborough Sox,South Amanda Hornets,19,1,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Whiteberg Pirates,South Stephen Vikings,19,1,12.0,14.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Jeffrey Pirates,Port Danielstad Rappers,19,5,4.5,6.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North David Dolphins,Mcconnellbury Hawks,19,3,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Jessicaville Mavericks,Mariastad Bears,19,1,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Johnsonburgh Vikings,Porterchester Hornets,19,3,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Wilsonchester Westerners,19,1,10.0,12.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,North Antonio Bobcats,19,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #3
East Julia Bucaneers,New Richard Hornets,19,2,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #1
East Heather Mavericks,East Jaimeville Eagles,19,1,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #2
West Pamelaton Wildcats,North Cynthiabury Chargers,19,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Kevintown Bears,West Jonathanburgh Dolphins,19,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #3
North Stacymouth Hornets,Suttonfort Chargers,19,2,18.5,20.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Serranoland Pirates,New Franciscoport Pirates,19,1,20.0,22.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Torresbury Bears,Port Donald Hawks,19,2,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Jacksonborough Sox,Ashleyborough Robbers,19,1,6.0,8.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Whiteberg Pirates,Port Dannystad Pirates,19,1,12.0,14.0,2024,Obsidian League,Johnsonmouth Hub Field #3
New Jeffrey Pirates,South Amanda Hornets,19,1,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #3
North David Dolphins,South Stephen Vikings,19,2,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Jessicaville Mavericks,Port Danielstad Rappers,19,5,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Johnsonburgh Vikings,Mcconnellbury Hawks,19,3,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Porterchester Hornets,Mariastad Bears,19,1,10.0,12.0,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,Andrewbury Bulls,20,1,18.5,20.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Julia Bucaneers,Wilsonchester Westerners,20,1,2.5,4.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Heather Mavericks,North Antonio Bobcats,20,2,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Pamelaton Wildcats,New Richard Hornets,20,4,9.0,11.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Kevintown Bears,East Jaimeville Eagles,20,1,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Stacymouth Hornets,North Cynthiabury Chargers,20,1,8.5,10.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Serranoland Pirates,West Jonathanburgh Dolphins,20,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Torresbury Bears,Suttonfort Chargers,20,2,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Jacksonborough Sox,New Franciscoport Pirates,20,2,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Whiteberg Pirates,Port Donald Hawks,20,2,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #2
New Jeffrey Pirates,Ashleyborough Robbers,20,1,6.0,8.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North David Dolphins,Port Dannystad Pirates,20,3,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Jessicaville Mavericks,South Amanda Hornets,20,1,20.5,22.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Johnsonburgh Vikings,South Stephen Vikings,20,4,11.0,13.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Porterchester Hornets,Port Danielstad Rappers,20,2,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mariastad Bears,Mcconnellbury Hawks,20,5,11.0,13.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,East Julia Bucaneers,20,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Heather Mavericks,Andrewbury Bulls,20,2,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #2
West Pamelaton Wildcats,Wilsonchester Westerners,20,1,1.0,3.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Kevintown Bears,North Antonio Bobcats,20,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North Stacymouth Hornets,New Richard Hornets,20,1,19.0,21.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Serranoland Pirates,East Jaimeville Eagles,20,1,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Torresbury Bears,North Cynthiabury Chargers,20,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Jacksonborough Sox,West Jonathanburgh Dolphins,20,4,13.0,15.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Whiteberg Pirates,Suttonfort Chargers,20,2,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Jeffrey Pirates,New Franciscoport Pirates,20,2,19.5,21.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North David Dolphins,Port Donald Hawks,20,2,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Jessicaville Mavericks,Ashleyborough Robbers,20,1,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Johnsonburgh Vikings,Port Dannystad Pirates,20,3,7.0,9.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Porterchester Hornets,South Amanda Hornets,20,1,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Mariastad Bears,South Stephen Vikings,20,1,8.5,10.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Mcconnellbury Hawks,Port Danielstad Rappers,20,1,20.0,22.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Anthony Bears,East Heather Mavericks,21,1,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #1
West Pamelaton Wildcats,East Julia Bucaneers,21,1,1.0,3.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Kevintown Bears,Andrewbury Bulls,21,1,18.5,20.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Stacymouth Hornets,Wilsonchester Westerners,21,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Serranoland Pirates,North Antonio Bobcats,21,1,20.5,22.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Torresbury Bears,New Richard Hornets,21,2,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Jacksonborough Sox,East Jaimeville Eagles,21,1,4.5,6.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Whiteberg Pirates,North Cynthiabury Chargers,21,1,12.0,14.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Jeffrey Pirates,West Jonathanburgh Dolphins,21,6,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North David Dolphins,Suttonfort Chargers,21,2,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Jessicaville Mavericks,New Franciscoport Pirates,21,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Johnsonburgh Vikings,Port Donald Hawks,21,2,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Porterchester Hornets,Ashleyborough Robbers,21,1,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mariastad Bears,Port Dannystad Pirates,21,1,8.5,10.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,South Amanda Hornets,21,4,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,South Stephen Vikings,21,1,20.0,22.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Anthony Bears,West Pamelaton Wildcats,21,1,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Kevintown Bears,East Heather Mavericks,21,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North Stacymouth Hornets,East Julia Bucaneers,21,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Serranoland Pirates,Andrewbury Bulls,21,1,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Torresbury Bears,Wilsonchester Westerners,21,5,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Jacksonborough Sox,North Antonio Bobcats,21,4,6.0,8.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Whiteberg Pirates,New Richard Hornets,21,2,19.5,21.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Jeffrey Pirates,East Jaimeville Eagles,21,1,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #3
North David Dolphins,North Cynthiabury Chargers,21,2,8.5,10.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Jessicaville Mavericks,West Jonathanburgh Dolphins,21,1,19.5,21.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Johnsonburgh Vikings,Suttonfort Chargers,21,2,10.5,12.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Porterchester Hornets,New Franciscoport Pirates,21,2,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mariastad Bears,Port Donald Hawks,21,2,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,Ashleyborough Robbers,21,4,10.0,12.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Port Dannystad Pirates,21,5,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,South Amanda Hornets,21,1,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #3
East Nicoleshire Jacks,Port Michelle Rappers,13,1,10.0,12.0,2024,Diamond League,Johnsonmouth Hub Field #2
Karenburgh Chiefs,North Nicholas Warriors,13,1,9.5,11.5,2024,Diamond League,Johnsonmouth Hub Field #3
Henryfort Jacks,Judymouth Bulls,13,1,20.0,22.0,2024,Diamond League,Johnsonmouth Hub Field #2
West Teresaport Bears,West Amanda Mavericks,13,2,17.5,19.5,2024,Diamond League,Johnsonmouth Hub Field #1
Cherylburgh Celtics,West Susan Eagles,13,1,11.5,13.5,2024,Diamond League,Johnsonmouth Hub Field #3
New Markborough Bobcats,South Jonathan Eagles,13,1,5.5,7.5,2024,Diamond League,Johnsonmouth Hub Field #3
Jenningsland Eagles,Port Juliemouth Sabres,13,5,7.0,9.0,2024,Diamond League,Johnsonmouth Hub Field #1
North Donnafort Grizzlies,Davidton Americans,13,1,7.5,9.5,2024,Diamond League,Johnsonmouth Hub Field #3
Scottton Celtics,Jonesfurt Pirates,13,1,0.0,2.0,2024,Diamond League,Johnsonmouth Hub Field #2
East Gregoryburgh Westerners,North Josephmouth Robbers,13,5,14.5,16.5,2024,Diamond League,Johnsonmouth Hub Field #1
Rebeccafurt Sox,Karenchester Bears,13,5,2.5,4.5,2024,Diamond League,Johnsonmouth Hub Field #1
North Alexanderview Jacks,Brandonborough Sox,13,1,15.5,17.5,2024,Diamond League,Johnsonmouth Hub Field #3
Perezside Bucaneers,Port David Dolphins,13,2,9.0,11.0,2024,Diamond League,Johnsonmouth Hub Field #2
West Jennifer Pirates,North Wandaberg Chargers,13,5,1.0,3.0,2024,Diamond League,Johnsonmouth Hub Field #2
North Wendy Americans,Ortizchester Vikings,13,2,3.5,5.5,2024,Diamond League,Johnsonmouth Hub Field #1
