team1Name,team2Name,week,day,start,end,season,league,location
Port Loganberg Warriors,Taylorstad Wildcats,18,1,3.5,5.5,2024,Diamond League,Ashleytown Grounds Field #3
West Ronald Jacks,Wilkinsbury Commandos,18,1,20.5,22.5,2024,Diamond League,Ashleytown Grounds Field #2
Weaverview Jacks,Bergfurt Hawks,18,3,4.5,6.5,2024,Diamond League,Susanburgh Plaza Field #1
Carlsonview Grizzlies,Richardborough Bears,18,1,11.5,13.5,2024,Diamond League,Ashleytown Grounds Field #3
Jamesburgh Sox,North Jamesside Rappers,18,4,6.0,8.0,2024,Diamond League,Susanburgh Plaza Field #1
West Markstad Sox,Villaton Rappers,18,5,5.5,7.5,2024,Diamond League,Ashleytown Grounds Field #1
New Alexandraview Celtics,Jenniferport Commandos,18,3,6.5,8.5,2024,Diamond League,Susanburgh Plaza Field #1
Brianburgh Pirates,Clairefort Hornets,18,1,13.5,15.5,2024,Diamond League,Ashleytown Grounds Field #3
North Nicholas Warriors,New Gina Pirates,18,1,5.5,7.5,2024,Diamond League,Ashleytown Grounds Field #3
East Brittneyfurt Americans,North Melissa Pirates,18,3,8.5,10.5,2024,Diamond League,Susanburgh Plaza Field #1
Hatfieldfurt Bears,West Martinton Dolphins,18,1,15.5,17.5,2024,Diamond League,Ashleytown Grounds Field #3
Port Loganberg Warriors,Port Michellehaven Mavericks,18,1,17.5,19.5,2024,Diamond League,Ashleytown Grounds Field #3
West Ronald Jacks,Kellyhaven Vikings,18,1,7.5,9.5,2024,Diamond League,Susanburgh Plaza Field #1
Weaverview Jacks,Taylorstad Wildcats,18,1,3.5,5.5,2024,Diamond League,Susanburgh Plaza Field #1
Carlsonview Grizzlies,Wilkinsbury Commandos,18,1,19.5,21.5,2024,Diamond League,Ashleytown Grounds Field #3
Jamesburgh Sox,Bergfurt Hawks,18,4,4.0,6.0,2024,Diamond League,Ashleytown Grounds Field #1
West Markstad Sox,Richardborough Bears,18,2,6.0,8.0,2024,Diamond League,Ashleytown Grounds Field #2
New Alexandraview Celtics,North Jamesside Rappers,18,1,9.5,11.5,2024,Diamond League,Susanburgh Plaza Field #1
Brianburgh Pirates,Villaton Rappers,18,5,7.5,9.5,2024,Diamond League,Ashleytown Grounds Field #1
North Nicholas Warriors,Jenniferport Commandos,18,2,17.0,19.0,2024,Diamond League,Ashleytown Grounds Field #2
East Brittneyfurt Americans,Clairefort Hornets,18,1,11.5,13.5,2024,Diamond League,Susanburgh Plaza Field #1
North Melissa Pirates,New Gina Pirates,18,2,15.5,17.5,2024,Diamond League,Ashleytown Grounds Field #3
Hatfieldfurt Bears,Port Loganberg Warriors,19,1,8.5,10.5,2024,Diamond League,Ashleytown Grounds Field #3
West Ronald Jacks,West Martinton Dolphins,19,1,7.5,9.5,2024,Diamond League,Susanburgh Plaza Field #1
Weaverview Jacks,Port Michellehaven Mavericks,19,3,4.5,6.5,2024,Diamond League,Susanburgh Plaza Field #1
Carlsonview Grizzlies,Kellyhaven Vikings,19,1,19.0,21.0,2024,Diamond League,Ashleytown Grounds Field #2
Jamesburgh Sox,Taylorstad Wildcats,19,6,7.0,9.0,2024,Diamond League,Ashleytown Grounds Field #1
West Markstad Sox,Wilkinsbury Commandos,19,1,21.0,23.0,2024,Diamond League,Ashleytown Grounds Field #2
New Alexandraview Celtics,Bergfurt Hawks,19,1,2.0,4.0,2024,Diamond League,Ashleytown Grounds Field #2
Brianburgh Pirates,Richardborough Bears,19,3,12.0,14.0,2024,Diamond League,Susanburgh Plaza Field #1
North Nicholas Warriors,North Jamesside Rappers,19,2,15.5,17.5,2024,Diamond League,Ashleytown Grounds Field #1
East Brittneyfurt Americans,Villaton Rappers,19,4,3.0,5.0,2024,Diamond League,Ashleytown Grounds Field #1
North Melissa Pirates,Jenniferport Commandos,19,2,17.5,19.5,2024,Diamond League,Ashleytown Grounds Field #1
New Gina Pirates,Clairefort Hornets,19,1,10.5,12.5,2024,Diamond League,Ashleytown Grounds Field #3
Hatfieldfurt Bears,West Ronald Jacks,19,1,12.5,14.5,2024,Diamond League,Ashleytown Grounds Field #3
Weaverview Jacks,Port Loganberg Warriors,19,1,4.0,6.0,2024,Diamond League,Ashleytown Grounds Field #2
Carlsonview Grizzlies,West Martinton Dolphins,19,1,4.5,6.5,2024,Diamond League,Ashleytown Grounds Field #3
Jamesburgh Sox,Port Michellehaven Mavericks,19,4,8.0,10.0,2024,Diamond League,Susanburgh Plaza Field #1
West Markstad Sox,Kellyhaven Vikings,19,2,19.5,21.5,2024,Diamond League,Ashleytown Grounds Field #1
New Alexandraview Celtics,Taylorstad Wildcats,19,1,2.0,4.0,2024,Diamond League,Ashleytown Grounds Field #3
Brianburgh Pirates,Wilkinsbury Commandos,19,1,14.5,16.5,2024,Diamond League,Ashleytown Grounds Field #3
North Nicholas Warriors,Bergfurt Hawks,19,3,17.0,19.0,2024,Diamond League,Susanburgh Plaza Field #1
East Brittneyfurt Americans,Richardborough Bears,19,1,16.5,18.5,2024,Diamond League,Ashleytown Grounds Field #3
North Melissa Pirates,North Jamesside Rappers,19,4,13.0,15.0,2024,Diamond League,Susanburgh Plaza Field #1
New Gina Pirates,Villaton Rappers,19,5,6.5,8.5,2024,Diamond League,Ashleytown Grounds Field #1
Clairefort Hornets,Jenniferport Commandos,19,3,19.0,21.0,2024,Diamond League,Susanburgh Plaza Field #1
Hatfieldfurt Bears,Weaverview Jacks,20,2,14.5,16.5,2024,Diamond League,Ashleytown Grounds Field #1
Carlsonview Grizzlies,West Ronald Jacks,20,1,16.0,18.0,2024,Diamond League,Ashleytown Grounds Field #1
Jamesburgh Sox,Port Loganberg Warriors,20,5,5.0,7.0,2024,Diamond League,Ashleytown Grounds Field #1
West Markstad Sox,West Martinton Dolphins,20,2,16.5,18.5,2024,Diamond League,Ashleytown Grounds Field #1
New Alexandraview Celtics,Port Michellehaven Mavericks,20,1,7.0,9.0,2024,Diamond League,Ashleytown Grounds Field #1
Brianburgh Pirates,Kellyhaven Vikings,20,1,6.5,8.5,2024,Diamond League,Ashleytown Grounds Field #2
North Nicholas Warriors,Taylorstad Wildcats,20,1,1.5,3.5,2024,Diamond League,Ashleytown Grounds Field #1
East Brittneyfurt Americans,Wilkinsbury Commandos,20,1,18.0,20.0,2024,Diamond League,Ashleytown Grounds Field #1
North Melissa Pirates,Bergfurt Hawks,20,3,3.0,5.0,2024,Diamond League,Susanburgh Plaza Field #1
New Gina Pirates,Richardborough Bears,20,1,20.0,22.0,2024,Diamond League,Ashleytown Grounds Field #1
Clairefort Hornets,North Jamesside Rappers,20,1,8.5,10.5,2024,Diamond League,Ashleytown Grounds Field #2
Jenniferport Commandos,Villaton Rappers,20,4,3.0,5.0,2024,Diamond League,Ashleytown Grounds Field #1
Hatfieldfurt Bears,Carlsonview Grizzlies,20,1,10.5,12.5,2024,Diamond League,Ashleytown Grounds Field #2
Jamesburgh Sox,Weaverview Jacks,20,2,18.5,20.5,2024,Diamond League,Ashleytown Grounds Field #1
West Markstad Sox,West Ronald Jacks,20,2,14.0,16.0,2024,Diamond League,Ashleytown Grounds Field #2
New Alexandraview Celtics,Port Loganberg Warriors,20,1,3.5,5.5,2024,Diamond League,Ashleytown Grounds Field #1
Brianburgh Pirates,West Martinton Dolphins,20,1,4.5,6.5,2024,Diamond League,Ashleytown Grounds Field #2
North Nicholas Warriors,Port Michellehaven Mavericks,20,3,14.0,16.0,2024,Diamond League,Susanburgh Plaza Field #1
East Brittneyfurt Americans,Kellyhaven Vikings,20,1,12.5,14.5,2024,Diamond League,Ashleytown Grounds Field #2
North Melissa Pirates,Taylorstad Wildcats,20,3,16.0,18.0,2024,Diamond League,Susanburgh Plaza Field #1
New Gina Pirates,Wilkinsbury Commandos,20,1,14.5,16.5,2024,Diamond League,Ashleytown Grounds Field #2
Clairefort Hornets,Bergfurt Hawks,20,4,5.0,7.0,2024,Diamond League,Ashleytown Grounds Field #1
Jenniferport Commandos,Richardborough Bears,20,3,18.0,20.0,2024,Diamond League,Susanburgh Plaza Field #1
Villaton Rappers,North Jamesside Rappers,20,4,6.0,8.0,2024,Diamond League,Susanburgh Plaza Field #1
Hatfieldfurt Bears,Jamesburgh Sox,21,2,17.0,19.0,2024,Diamond League,Ashleytown Grounds Field #1
West Markstad Sox,Carlsonview Grizzlies,21,1,14.0,16.0,2024,Diamond League,Ashleytown Grounds Field #1
New Alexandraview Celtics,Weaverview Jacks,21,1,3.5,5.5,2024,Diamond League,Ashleytown Grounds Field #1
Brianburgh Pirates,West Ronald Jacks,21,1,7.5,9.5,2024,Diamond League,Ashleytown Grounds Field #1
North Nicholas Warriors,Port Loganberg Warriors,21,1,5.5,7.5,2024,Diamond League,Ashleytown Grounds Field #1
East Brittneyfurt Americans,West Martinton Dolphins,21,1,18.0,20.0,2024,Diamond League,Ashleytown Grounds Field #1
North Melissa Pirates,Port Michellehaven Mavericks,21,3,3.0,5.0,2024,Diamond League,Susanburgh Plaza Field #1
New Gina Pirates,Kellyhaven Vikings,21,1,20.0,22.0,2024,Diamond League,Ashleytown Grounds Field #1
Clairefort Hornets,Taylorstad Wildcats,21,1,11.0,13.0,2024,Diamond League,Ashleytown Grounds Field #2
Jenniferport Commandos,Wilkinsbury Commandos,21,3,5.0,7.0,2024,Diamond League,Susanburgh Plaza Field #1
Villaton Rappers,Bergfurt Hawks,21,4,3.0,5.0,2024,Diamond League,Ashleytown Grounds Field #1
North Jamesside Rappers,Richardborough Bears,21,1,13.0,15.0,2024,Diamond League,Ashleytown Grounds Field #2
Hatfieldfurt Bears,West Markstad Sox,21,1,15.0,17.0,2024,Diamond League,Ashleytown Grounds Field #2
New Alexandraview Celtics,Jamesburgh Sox,21,4,5.0,7.0,2024,Diamond League,Ashleytown Grounds Field #1
Brianburgh Pirates,Carlsonview Grizzlies,21,1,4.0,6.0,2024,Diamond League,Ashleytown Grounds Field #2
North Nicholas Warriors,Weaverview Jacks,21,1,3.5,5.5,2024,Diamond League,Ashleytown Grounds Field #3
East Brittneyfurt Americans,West Ronald Jacks,21,1,17.0,19.0,2024,Diamond League,Ashleytown Grounds Field #2
North Melissa Pirates,Port Loganberg Warriors,21,5,5.0,7.0,2024,Diamond League,Ashleytown Grounds Field #1
New Gina Pirates,West Martinton Dolphins,21,1,6.0,8.0,2024,Diamond League,Ashleytown Grounds Field #2
Clairefort Hornets,Port Michellehaven Mavericks,21,1,7.5,9.5,2024,Diamond League,Ashleytown Grounds Field #3
Jenniferport Commandos,Kellyhaven Vikings,21,2,16.5,18.5,2024,Diamond League,Ashleytown Grounds Field #2
Villaton Rappers,Taylorstad Wildcats,21,1,5.5,7.5,2024,Diamond League,Ashleytown Grounds Field #3
North Jamesside Rappers,Wilkinsbury Commandos,21,1,19.0,21.0,2024,Diamond League,Ashleytown Grounds Field #2
Richardborough Bears,Bergfurt Hawks,21,2,3.0,5.0,2024,Diamond League,Ashleytown Grounds Field #1
