team1Name,team2Name,week,day,start,end,season,league,location
North Kristy Hawks,West Toddberg Wolves,33,1,16.0,18.0,2024,Junior,East Amyland Arena Field #5
North Richard Vikings,Bowenburgh Hornets,33,4,8.5,10.5,2024,Junior,East Amyland Arena Field #2
Michaelstad Vikings,West Michael Jacks,33,4,9.0,11.0,2024,Junior,Gambleside Court Field #1
Port Debra Hawks,Zamorastad Dolphins,33,1,18.0,20.0,2024,Junior,East Amyland Arena Field #5
Leslieside Americans,West Jacqueline Americans,33,1,15.0,17.0,2024,Junior,Ianbury Complex Field #4
East Miguelton Pirates,Youngport Vikings,33,1,18.0,20.0,2024,Junior,East Amyland Arena Field #3
New Jessica Pirates,East Daniel Commandos,33,2,19.0,21.0,2024,Junior,East Amyland Arena Field #1
Loganton Hawks,Carlchester Grizzlies,33,2,8.5,10.5,2024,Junior,East Amyland Arena Field #2
West Janice Rappers,Hesterburgh Warriors,33,4,10.5,12.5,2024,Junior,East Amyland Arena Field #2
Garciamouth Wildcats,Edwinmouth Bobcats,33,2,7.5,9.5,2024,Junior,East Amyland Arena Field #1
Lake Kristen Dolphins,West Catherinechester Pirates,33,3,16.5,18.5,2024,Junior,East Amyland Arena Field #1
Lake Richard Sabres,Bowenside Hawks,33,1,13.0,15.0,2024,Junior,East Amyland Arena Field #5
South Susan Rappers,Ellisberg Pirates,33,1,12.5,14.5,2024,Junior,Ianbury Complex Field #4
South Catherineton Rappers,Port Reginahaven Americans,33,1,6.0,8.0,2024,Junior,East Amyland Arena Field #3
Port Olivia Wildcats,Amymouth Commandos,33,1,21.0,23.0,2024,Junior,East Amyland Arena Field #2
Lake Christine Mavericks,Solomonberg Hornets,33,3,3.5,5.5,2024,Junior,East Amyland Arena Field #1
East Kimberlyland Wildcats,Thompsonhaven Chargers,33,3,2.5,4.5,2024,Junior,East Amyland Arena Field #2
New Christopherside Vikings,Davidhaven Bulls,33,1,20.0,22.0,2024,Junior,East Amyland Arena Field #5
Brittanyfort Rappers,East Amberview Americans,33,1,6.0,8.0,2024,Junior,East Amyland Arena Field #4
Port Angela Wildcats,Port Kellitown Wolves,33,1,8.0,10.0,2024,Junior,East Amyland Arena Field #4
Kristinland Robbers,Lake Lesliechester Bucaneers,33,1,20.0,22.0,2024,Junior,East Amyland Arena Field #3
South Stephanie Commandos,Port Nicole Commandos,33,2,17.0,19.0,2024,Junior,East Amyland Arena Field #2
West Marytown Hornets,Scottstad Celtics,33,1,3.0,5.0,2024,Junior,East Amyland Arena Field #3
Kennedyberg Hornets,South Janetfort Hornets,33,2,3.0,5.0,2024,Junior,East Amyland Arena Field #1
Jamesburgh Grizzlies,Port Melissa Wildcats,33,1,4.0,6.0,2024,Junior,Port Royfort Field Field #1
Port John Hawks,Tonihaven Bears,33,1,10.0,12.0,2024,Junior,East Amyland Arena Field #4
Bowenville Bobcats,Cowanberg Sox,33,1,17.0,19.0,2024,Junior,Ianbury Complex Field #4
Lisafurt Westerners,Jamesburgh Robbers,33,1,12.0,14.0,2024,Junior,East Amyland Arena Field #4
Markshire Jacks,New Christine Grizzlies,33,2,8.0,10.0,2024,Junior,East Amyland Arena Field #3
Olsonside Celtics,Guerramouth Bears,33,2,5.0,7.0,2024,Junior,East Amyland Arena Field #1
Lake Johnton Sox,North Kathy Vikings,33,1,10.5,12.5,2024,Junior,Ianbury Complex Field #4
Port Jennifer Bears,Olsonland Vikings,33,1,9.0,11.0,2024,Junior,Gambleside Court Field #1
New Jose Mavericks,East Michaelborough Chargers,34,1,10.5,12.5,2024,Junior,East Amyland Arena Field #1
North Kristy Hawks,Annafort Mavericks,34,1,12.5,14.5,2024,Junior,East Amyland Arena Field #1
North Richard Vikings,Kennethborough Vikings,34,3,19.0,21.0,2024,Junior,East Amyland Arena Field #1
Michaelstad Vikings,West Toddberg Wolves,34,3,14.0,16.0,2024,Junior,East Amyland Arena Field #1
Port Debra Hawks,Bowenburgh Hornets,34,3,16.0,18.0,2024,Junior,East Amyland Arena Field #1
Leslieside Americans,West Michael Jacks,34,3,7.0,9.0,2024,Junior,East Amyland Arena Field #1
East Miguelton Pirates,Zamorastad Dolphins,34,1,14.5,16.5,2024,Junior,East Amyland Arena Field #1
New Jessica Pirates,West Jacqueline Americans,34,1,16.5,18.5,2024,Junior,East Amyland Arena Field #1
Loganton Hawks,Youngport Vikings,34,1,18.5,20.5,2024,Junior,East Amyland Arena Field #1
West Janice Rappers,East Daniel Commandos,34,3,21.0,23.0,2024,Junior,East Amyland Arena Field #1
Garciamouth Wildcats,Carlchester Grizzlies,34,2,7.5,9.5,2024,Junior,East Amyland Arena Field #2
Lake Kristen Dolphins,Hesterburgh Warriors,34,1,14.0,16.0,2024,Junior,East Amyland Arena Field #2
Lake Richard Sabres,Edwinmouth Bobcats,34,1,4.0,6.0,2024,Junior,East Amyland Arena Field #1
South Susan Rappers,West Catherinechester Pirates,34,1,9.0,11.0,2024,Junior,East Amyland Arena Field #2
South Catherineton Rappers,Bowenside Hawks,34,1,20.5,22.5,2024,Junior,East Amyland Arena Field #1
Port Olivia Wildcats,Ellisberg Pirates,34,1,16.0,18.0,2024,Junior,East Amyland Arena Field #2
Lake Christine Mavericks,Port Reginahaven Americans,34,1,11.0,13.0,2024,Junior,East Amyland Arena Field #3
East Kimberlyland Wildcats,Amymouth Commandos,34,2,9.5,11.5,2024,Junior,East Amyland Arena Field #2
New Christopherside Vikings,Solomonberg Hornets,34,1,1.5,3.5,2024,Junior,East Amyland Arena Field #1
Brittanyfort Rappers,Thompsonhaven Chargers,34,3,9.0,11.0,2024,Junior,East Amyland Arena Field #1
Port Angela Wildcats,Davidhaven Bulls,34,2,9.0,11.0,2024,Junior,East Amyland Arena Field #1
Kristinland Robbers,East Amberview Americans,34,1,6.5,8.5,2024,Junior,East Amyland Arena Field #3
South Stephanie Commandos,Port Kellitown Wolves,34,2,19.0,21.0,2024,Junior,East Amyland Arena Field #1
West Marytown Hornets,Lake Lesliechester Bucaneers,34,1,6.0,8.0,2024,Junior,East Amyland Arena Field #1
Kennedyberg Hornets,Port Nicole Commandos,34,2,14.0,16.0,2024,Junior,East Amyland Arena Field #1
Jamesburgh Grizzlies,Scottstad Celtics,34,2,2.5,4.5,2024,Junior,East Amyland Arena Field #1
Port John Hawks,South Janetfort Hornets,34,1,8.0,10.0,2024,Junior,East Amyland Arena Field #4
Bowenville Bobcats,Port Melissa Wildcats,34,1,8.0,10.0,2024,Junior,East Amyland Arena Field #1
Lisafurt Westerners,Tonihaven Bears,34,1,4.0,6.0,2024,Junior,East Amyland Arena Field #2
Markshire Jacks,Cowanberg Sox,34,4,16.5,18.5,2024,Junior,East Amyland Arena Field #2
Olsonside Celtics,Jamesburgh Robbers,34,1,11.0,13.0,2024,Junior,East Amyland Arena Field #2
Lake Johnton Sox,New Christine Grizzlies,34,1,8.5,10.5,2024,Junior,East Amyland Arena Field #3
Port Jennifer Bears,Guerramouth Bears,34,2,5.5,7.5,2024,Junior,East Amyland Arena Field #1
Olsonland Vikings,North Kathy Vikings,34,1,18.0,20.0,2024,Junior,East Amyland Arena Field #2
New Jose Mavericks,North Kristy Hawks,34,1,13.0,15.0,2024,Junior,East Amyland Arena Field #3
North Richard Vikings,East Michaelborough Chargers,34,1,20.0,22.0,2024,Junior,East Amyland Arena Field #2
Michaelstad Vikings,Annafort Mavericks,34,4,10.0,12.0,2024,Junior,East Amyland Arena Field #2
Port Debra Hawks,Kennethborough Vikings,34,1,17.0,19.0,2024,Junior,East Amyland Arena Field #5
Leslieside Americans,West Toddberg Wolves,34,1,19.0,21.0,2024,Junior,East Amyland Arena Field #5
East Miguelton Pirates,Bowenburgh Hornets,34,2,16.0,18.0,2024,Junior,East Amyland Arena Field #1
New Jessica Pirates,West Michael Jacks,34,2,21.0,23.0,2024,Junior,East Amyland Arena Field #1
Loganton Hawks,Zamorastad Dolphins,34,1,6.0,8.0,2024,Junior,East Amyland Arena Field #2
West Janice Rappers,West Jacqueline Americans,34,2,9.0,11.0,2024,Junior,East Amyland Arena Field #3
Garciamouth Wildcats,Youngport Vikings,34,1,15.0,17.0,2024,Junior,East Amyland Arena Field #5
Lake Kristen Dolphins,East Daniel Commandos,34,3,5.0,7.0,2024,Junior,East Amyland Arena Field #1
Lake Richard Sabres,Carlchester Grizzlies,34,2,11.0,13.0,2024,Junior,East Amyland Arena Field #1
South Susan Rappers,Hesterburgh Warriors,34,1,15.0,17.0,2024,Junior,East Amyland Arena Field #3
South Catherineton Rappers,Edwinmouth Bobcats,34,2,16.5,18.5,2024,Junior,East Amyland Arena Field #2
Port Olivia Wildcats,West Catherinechester Pirates,34,1,17.0,19.0,2024,Junior,East Amyland Arena Field #3
Lake Christine Mavericks,Bowenside Hawks,34,1,11.0,13.0,2024,Junior,East Amyland Arena Field #5
East Kimberlyland Wildcats,Ellisberg Pirates,34,2,8.5,10.5,2024,Junior,East Amyland Arena Field #5
New Christopherside Vikings,Port Reginahaven Americans,34,1,19.0,21.0,2024,Junior,East Amyland Arena Field #3
Brittanyfort Rappers,Amymouth Commandos,34,1,10.0,12.0,2024,Junior,East Amyland Arena Field #4
Port Angela Wildcats,Solomonberg Hornets,34,1,2.5,4.5,2024,Junior,East Amyland Arena Field #3
Kristinland Robbers,Thompsonhaven Chargers,34,1,9.5,11.5,2024,Junior,Ianbury Complex Field #4
South Stephanie Commandos,Davidhaven Bulls,34,2,18.5,20.5,2024,Junior,East Amyland Arena Field #2
West Marytown Hornets,East Amberview Americans,34,1,5.0,7.0,2024,Junior,East Amyland Arena Field #4
Kennedyberg Hornets,Port Kellitown Wolves,34,1,13.0,15.0,2024,Junior,East Amyland Arena Field #5
Jamesburgh Grizzlies,Lake Lesliechester Bucaneers,34,1,4.5,6.5,2024,Junior,East Amyland Arena Field #3
Port John Hawks,Port Nicole Commandos,34,2,14.0,16.0,2024,Junior,East Amyland Arena Field #2
Bowenville Bobcats,Scottstad Celtics,34,1,1.5,3.5,2024,Junior,East Amyland Arena Field #2
Lisafurt Westerners,South Janetfort Hornets,34,1,3.0,5.0,2024,Junior,East Amyland Arena Field #4
Markshire Jacks,Port Melissa Wildcats,34,1,1.5,3.5,2024,Junior,Port Royfort Field Field #1
Olsonside Celtics,Tonihaven Bears,34,1,21.0,23.0,2024,Junior,East Amyland Arena Field #3
Lake Johnton Sox,Cowanberg Sox,34,1,11.5,13.5,2024,Junior,Ianbury Complex Field #4
Port Jennifer Bears,Jamesburgh Robbers,34,1,12.0,14.0,2024,Junior,East Amyland Arena Field #4
Olsonland Vikings,New Christine Grizzlies,34,1,9.0,11.0,2024,Junior,East Amyland Arena Field #5
North Kathy Vikings,Guerramouth Bears,34,2,5.5,7.5,2024,Junior,East Amyland Arena Field #2
New Jose Mavericks,North Richard Vikings,35,2,7.0,9.0,2024,Junior,East Amyland Arena Field #1
Michaelstad Vikings,North Kristy Hawks,35,1,8.5,10.5,2024,Junior,East Amyland Arena Field #1
Port Debra Hawks,East Michaelborough Chargers,35,1,16.5,18.5,2024,Junior,East Amyland Arena Field #1
Leslieside Americans,Annafort Mavericks,35,1,15.0,17.0,2024,Junior,East Amyland Arena Field #5
East Miguelton Pirates,Kennethborough Vikings,35,2,16.0,18.0,2024,Junior,East Amyland Arena Field #1
New Jessica Pirates,West Toddberg Wolves,35,3,16.5,18.5,2024,Junior,East Amyland Arena Field #1
Loganton Hawks,Bowenburgh Hornets,35,1,5.0,7.0,2024,Junior,East Amyland Arena Field #1
West Janice Rappers,West Michael Jacks,35,1,4.0,6.0,2024,Junior,East Amyland Arena Field #4
Garciamouth Wildcats,Zamorastad Dolphins,35,1,15.0,17.0,2024,Junior,Ianbury Complex Field #4
Lake Kristen Dolphins,West Jacqueline Americans,35,1,14.0,16.0,2024,Junior,East Amyland Arena Field #1
Lake Richard Sabres,Youngport Vikings,35,1,12.0,14.0,2024,Junior,East Amyland Arena Field #1
South Susan Rappers,East Daniel Commandos,35,1,18.5,20.5,2024,Junior,East Amyland Arena Field #1
South Catherineton Rappers,Carlchester Grizzlies,35,1,20.5,22.5,2024,Junior,East Amyland Arena Field #1
Port Olivia Wildcats,Hesterburgh Warriors,35,1,11.5,13.5,2024,Junior,East Amyland Arena Field #2
Lake Christine Mavericks,Edwinmouth Bobcats,35,2,9.0,11.0,2024,Junior,East Amyland Arena Field #1
East Kimberlyland Wildcats,West Catherinechester Pirates,35,3,4.5,6.5,2024,Junior,East Amyland Arena Field #1
New Christopherside Vikings,Bowenside Hawks,35,1,9.0,11.0,2024,Junior,East Amyland Arena Field #2
Brittanyfort Rappers,Ellisberg Pirates,35,2,4.5,6.5,2024,Junior,East Amyland Arena Field #1
Port Angela Wildcats,Port Reginahaven Americans,35,1,6.0,8.0,2024,Junior,East Amyland Arena Field #3
Kristinland Robbers,Amymouth Commandos,35,1,8.0,10.0,2024,Junior,East Amyland Arena Field #3
South Stephanie Commandos,Solomonberg Hornets,35,3,2.5,4.5,2024,Junior,East Amyland Arena Field #1
West Marytown Hornets,Thompsonhaven Chargers,35,1,13.5,15.5,2024,Junior,East Amyland Arena Field #2
Kennedyberg Hornets,Davidhaven Bulls,35,2,11.0,13.0,2024,Junior,East Amyland Arena Field #1
Jamesburgh Grizzlies,East Amberview Americans,35,2,13.0,15.0,2024,Junior,East Amyland Arena Field #1
Port John Hawks,Port Kellitown Wolves,35,1,10.0,12.0,2024,Junior,East Amyland Arena Field #3
Bowenville Bobcats,Lake Lesliechester Bucaneers,35,1,1.5,3.5,2024,Junior,East Amyland Arena Field #1
Lisafurt Westerners,Port Nicole Commandos,35,1,12.0,14.0,2024,Junior,East Amyland Arena Field #3
Markshire Jacks,Scottstad Celtics,35,1,1.0,3.0,2024,Junior,East Amyland Arena Field #4
Olsonside Celtics,South Janetfort Hornets,35,1,4.0,6.0,2024,Junior,East Amyland Arena Field #3
Lake Johnton Sox,Port Melissa Wildcats,35,1,6.0,8.0,2024,Junior,East Amyland Arena Field #4
Port Jennifer Bears,Tonihaven Bears,35,1,7.0,9.0,2024,Junior,East Amyland Arena Field #2
Olsonland Vikings,Cowanberg Sox,35,1,15.5,17.5,2024,Junior,East Amyland Arena Field #2
North Kathy Vikings,Jamesburgh Robbers,35,1,17.5,19.5,2024,Junior,East Amyland Arena Field #2
Guerramouth Bears,New Christine Grizzlies,35,2,1.5,3.5,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Michaelstad Vikings,35,4,6.0,8.0,2024,Junior,East Amyland Arena Field #2
Port Debra Hawks,North Richard Vikings,35,4,8.5,10.5,2024,Junior,East Amyland Arena Field #2
Leslieside Americans,North Kristy Hawks,35,1,15.0,17.0,2024,Junior,Ryanside Zone Field #1
East Miguelton Pirates,East Michaelborough Chargers,35,1,19.5,21.5,2024,Junior,East Amyland Arena Field #2
New Jessica Pirates,Annafort Mavericks,35,1,10.0,12.0,2024,Junior,East Amyland Arena Field #5
Loganton Hawks,Kennethborough Vikings,35,1,17.0,19.0,2024,Junior,East Amyland Arena Field #5
West Janice Rappers,West Toddberg Wolves,35,3,18.5,20.5,2024,Junior,East Amyland Arena Field #1
Garciamouth Wildcats,Bowenburgh Hornets,35,4,15.5,17.5,2024,Junior,East Amyland Arena Field #2
Lake Kristen Dolphins,West Michael Jacks,35,3,7.0,9.0,2024,Junior,East Amyland Arena Field #1
Lake Richard Sabres,Zamorastad Dolphins,35,1,2.5,4.5,2024,Junior,East Amyland Arena Field #2
South Susan Rappers,West Jacqueline Americans,35,1,14.0,16.0,2024,Junior,East Amyland Arena Field #3
South Catherineton Rappers,Youngport Vikings,35,1,16.0,18.0,2024,Junior,East Amyland Arena Field #3
Port Olivia Wildcats,East Daniel Commandos,35,1,21.5,23.5,2024,Junior,East Amyland Arena Field #2
Lake Christine Mavericks,Carlchester Grizzlies,35,2,18.0,20.0,2024,Junior,East Amyland Arena Field #1
East Kimberlyland Wildcats,Hesterburgh Warriors,35,3,9.0,11.0,2024,Junior,East Amyland Arena Field #1
New Christopherside Vikings,Edwinmouth Bobcats,35,1,4.5,6.5,2024,Junior,East Amyland Arena Field #2
Brittanyfort Rappers,West Catherinechester Pirates,35,1,8.0,10.0,2024,Junior,East Amyland Arena Field #4
Port Angela Wildcats,Bowenside Hawks,35,1,12.0,14.0,2024,Junior,East Amyland Arena Field #5
Kristinland Robbers,Ellisberg Pirates,35,1,12.5,14.5,2024,Junior,Ianbury Complex Field #4
South Stephanie Commandos,Port Reginahaven Americans,35,4,17.5,19.5,2024,Junior,East Amyland Arena Field #2
West Marytown Hornets,Amymouth Commandos,35,1,18.0,20.0,2024,Junior,East Amyland Arena Field #3
Kennedyberg Hornets,Solomonberg Hornets,35,3,6.5,8.5,2024,Junior,East Amyland Arena Field #2
Jamesburgh Grizzlies,Thompsonhaven Chargers,35,2,16.0,18.0,2024,Junior,East Amyland Arena Field #2
Port John Hawks,Davidhaven Bulls,35,2,9.0,11.0,2024,Junior,East Amyland Arena Field #2
Bowenville Bobcats,East Amberview Americans,35,1,10.0,12.0,2024,Junior,East Amyland Arena Field #4
Lisafurt Westerners,Port Kellitown Wolves,35,1,12.0,14.0,2024,Junior,East Amyland Arena Field #4
Markshire Jacks,Lake Lesliechester Bucaneers,35,1,1.5,3.5,2024,Junior,East Amyland Arena Field #3
Olsonside Celtics,Port Nicole Commandos,35,1,10.5,12.5,2024,Junior,Ianbury Complex Field #4
Lake Johnton Sox,Scottstad Celtics,35,1,3.0,5.0,2024,Junior,Gambleside Court Field #1
Port Jennifer Bears,South Janetfort Hornets,35,1,14.0,16.0,2024,Junior,East Amyland Arena Field #4
Olsonland Vikings,Port Melissa Wildcats,35,2,20.0,22.0,2024,Junior,East Amyland Arena Field #1
North Kathy Vikings,Tonihaven Bears,35,1,20.0,22.0,2024,Junior,East Amyland Arena Field #3
Guerramouth Bears,Cowanberg Sox,35,6,13.0,15.0,2024,Junior,East Amyland Arena Field #3
New Christine Grizzlies,Jamesburgh Robbers,35,1,16.0,18.0,2024,Junior,East Amyland Arena Field #4
New Ryantown Robbers,Richardville Wolves,8,2,1.5,3.5,2024,Competitive,East Amyland Arena Field #1
Tylerland Celtics,Lisahaven Chiefs,8,4,6.5,8.5,2024,Competitive,East Amyland Arena Field #2
Port Marktown Commandos,South Anthony Eagles,8,1,6.0,8.0,2024,Competitive,East Amyland Arena Field #1
Lake Kevin Bears,Jerrytown Sox,8,3,2.0,4.0,2024,Competitive,East Amyland Arena Field #1
Port Rhondaside Mavericks,New Patrickburgh Sox,8,1,1.5,3.5,2024,Competitive,East Amyland Arena Field #4
Richardmouth Hornets,Tracyfort Sabres,8,1,8.0,10.0,2024,Competitive,East Amyland Arena Field #1
Port Cheryl Bucaneers,New Nicole Vikings,8,1,13.0,15.0,2024,Competitive,East Amyland Arena Field #1
New Matthew Wildcats,Hubbardton Hornets,8,2,3.5,5.5,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Tylerland Celtics,9,1,7.5,9.5,2024,Competitive,East Amyland Arena Field #4
Port Marktown Commandos,Richardville Wolves,9,1,13.5,15.5,2024,Competitive,East Amyland Arena Field #1
Lake Kevin Bears,Lisahaven Chiefs,9,4,6.5,8.5,2024,Competitive,East Amyland Arena Field #2
Port Rhondaside Mavericks,South Anthony Eagles,9,1,0.5,2.5,2024,Competitive,East Amyland Arena Field #1
Richardmouth Hornets,Jerrytown Sox,9,1,11.0,13.0,2024,Competitive,East Amyland Arena Field #1
Port Cheryl Bucaneers,New Patrickburgh Sox,9,2,12.5,14.5,2024,Competitive,East Amyland Arena Field #1
New Matthew Wildcats,Tracyfort Sabres,9,2,14.5,16.5,2024,Competitive,East Amyland Arena Field #1
Hubbardton Hornets,New Nicole Vikings,9,1,4.5,6.5,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Port Marktown Commandos,10,1,6.5,8.5,2024,Competitive,East Amyland Arena Field #3
Lake Kevin Bears,Tylerland Celtics,10,1,7.5,9.5,2024,Competitive,East Amyland Arena Field #4
Port Rhondaside Mavericks,Richardville Wolves,10,2,4.5,6.5,2024,Competitive,East Amyland Arena Field #1
Richardmouth Hornets,Lisahaven Chiefs,10,1,11.0,13.0,2024,Competitive,East Amyland Arena Field #1
Port Cheryl Bucaneers,South Anthony Eagles,10,1,13.0,15.0,2024,Competitive,East Amyland Arena Field #1
New Matthew Wildcats,Jerrytown Sox,10,2,6.5,8.5,2024,Competitive,East Amyland Arena Field #1
Hubbardton Hornets,New Patrickburgh Sox,10,1,3.5,5.5,2024,Competitive,East Amyland Arena Field #3
New Nicole Vikings,Tracyfort Sabres,10,1,7.0,9.0,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Lake Kevin Bears,11,1,6.5,8.5,2024,Competitive,East Amyland Arena Field #4
Port Rhondaside Mavericks,Port Marktown Commandos,11,2,6.0,8.0,2024,Competitive,East Amyland Arena Field #1
Richardmouth Hornets,Tylerland Celtics,11,1,7.5,9.5,2024,Competitive,East Amyland Arena Field #1
Port Cheryl Bucaneers,Richardville Wolves,11,1,13.5,15.5,2024,Competitive,East Amyland Arena Field #1
New Matthew Wildcats,Lisahaven Chiefs,11,2,3.5,5.5,2024,Competitive,East Amyland Arena Field #1
Hubbardton Hornets,South Anthony Eagles,11,1,3.5,5.5,2024,Competitive,East Amyland Arena Field #1
New Nicole Vikings,Jerrytown Sox,11,1,11.0,13.0,2024,Competitive,East Amyland Arena Field #1
Tracyfort Sabres,New Patrickburgh Sox,11,1,7.0,9.0,2024,Competitive,East Amyland Arena Field #3
New Ryantown Robbers,Port Rhondaside Mavericks,12,2,4.5,6.5,2024,Competitive,East Amyland Arena Field #1
Richardmouth Hornets,Lake Kevin Bears,12,1,4.0,6.0,2024,Competitive,East Amyland Arena Field #1
Port Cheryl Bucaneers,Port Marktown Commandos,12,1,13.0,15.0,2024,Competitive,East Amyland Arena Field #3
New Matthew Wildcats,Tylerland Celtics,12,2,12.0,14.0,2024,Competitive,East Amyland Arena Field #1
Hubbardton Hornets,Richardville Wolves,12,2,2.5,4.5,2024,Competitive,East Amyland Arena Field #1
New Nicole Vikings,Lisahaven Chiefs,12,1,11.0,13.0,2024,Competitive,East Amyland Arena Field #1
Tracyfort Sabres,South Anthony Eagles,12,1,7.0,9.0,2024,Competitive,East Amyland Arena Field #1
New Patrickburgh Sox,Jerrytown Sox,12,2,6.5,8.5,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Richardmouth Hornets,13,1,6.5,8.5,2024,Competitive,East Amyland Arena Field #1
Port Cheryl Bucaneers,Port Rhondaside Mavericks,13,2,12.5,14.5,2024,Competitive,East Amyland Arena Field #1
New Matthew Wildcats,Lake Kevin Bears,13,2,19.5,21.5,2024,Competitive,East Amyland Arena Field #1
Hubbardton Hornets,Port Marktown Commandos,13,1,6.0,8.0,2024,Competitive,East Amyland Arena Field #3
New Nicole Vikings,Tylerland Celtics,13,1,8.5,10.5,2024,Competitive,East Amyland Arena Field #1
Tracyfort Sabres,Richardville Wolves,13,2,14.5,16.5,2024,Competitive,East Amyland Arena Field #1
New Patrickburgh Sox,Lisahaven Chiefs,13,2,6.0,8.0,2024,Competitive,East Amyland Arena Field #1
Jerrytown Sox,South Anthony Eagles,13,1,11.0,13.0,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Port Cheryl Bucaneers,14,2,12.5,14.5,2024,Competitive,East Amyland Arena Field #1
New Matthew Wildcats,Richardmouth Hornets,14,1,2.5,4.5,2024,Competitive,East Amyland Arena Field #1
Hubbardton Hornets,Port Rhondaside Mavericks,14,1,3.5,5.5,2024,Competitive,East Amyland Arena Field #3
New Nicole Vikings,Lake Kevin Bears,14,1,4.5,6.5,2024,Competitive,East Amyland Arena Field #1
Tracyfort Sabres,Port Marktown Commandos,14,1,7.0,9.0,2024,Competitive,East Amyland Arena Field #3
New Patrickburgh Sox,Tylerland Celtics,14,1,7.5,9.5,2024,Competitive,East Amyland Arena Field #4
Jerrytown Sox,Richardville Wolves,14,2,2.0,4.0,2024,Competitive,East Amyland Arena Field #1
South Anthony Eagles,Lisahaven Chiefs,14,1,11.0,13.0,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,New Matthew Wildcats,15,2,3.5,5.5,2024,Competitive,East Amyland Arena Field #1
Hubbardton Hornets,Port Cheryl Bucaneers,15,2,12.5,14.5,2024,Competitive,East Amyland Arena Field #1
New Nicole Vikings,Richardmouth Hornets,15,1,4.5,6.5,2024,Competitive,East Amyland Arena Field #1
Tracyfort Sabres,Port Rhondaside Mavericks,15,2,14.5,16.5,2024,Competitive,East Amyland Arena Field #1
New Patrickburgh Sox,Lake Kevin Bears,15,1,4.0,6.0,2024,Competitive,East Amyland Arena Field #4
Jerrytown Sox,Port Marktown Commandos,15,1,11.0,13.0,2024,Competitive,East Amyland Arena Field #3
South Anthony Eagles,Tylerland Celtics,15,1,7.5,9.5,2024,Competitive,East Amyland Arena Field #1
Lisahaven Chiefs,Richardville Wolves,15,1,13.5,15.5,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Hubbardton Hornets,16,1,6.5,8.5,2024,Competitive,East Amyland Arena Field #3
New Nicole Vikings,New Matthew Wildcats,16,2,5.5,7.5,2024,Competitive,East Amyland Arena Field #1
Tracyfort Sabres,Port Cheryl Bucaneers,16,2,12.5,14.5,2024,Competitive,East Amyland Arena Field #1
New Patrickburgh Sox,Richardmouth Hornets,16,1,1.5,3.5,2024,Competitive,East Amyland Arena Field #1
Jerrytown Sox,Port Rhondaside Mavericks,16,2,7.5,9.5,2024,Competitive,East Amyland Arena Field #1
South Anthony Eagles,Lake Kevin Bears,16,1,4.0,6.0,2024,Competitive,East Amyland Arena Field #1
Lisahaven Chiefs,Port Marktown Commandos,16,1,11.0,13.0,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Tylerland Celtics,16,2,14.5,16.5,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,New Nicole Vikings,17,1,6.5,8.5,2024,Competitive,East Amyland Arena Field #1
Tracyfort Sabres,Hubbardton Hornets,17,1,7.0,9.0,2024,Competitive,East Amyland Arena Field #3
New Patrickburgh Sox,New Matthew Wildcats,17,1,2.5,4.5,2024,Competitive,East Amyland Arena Field #4
Jerrytown Sox,Port Cheryl Bucaneers,17,3,3.5,5.5,2024,Competitive,East Amyland Arena Field #1
South Anthony Eagles,Richardmouth Hornets,17,1,1.5,3.5,2024,Competitive,East Amyland Arena Field #1
Lisahaven Chiefs,Port Rhondaside Mavericks,17,2,4.5,6.5,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Lake Kevin Bears,17,4,6.5,8.5,2024,Competitive,East Amyland Arena Field #2
Tylerland Celtics,Port Marktown Commandos,17,1,9.0,11.0,2024,Competitive,East Amyland Arena Field #3
New Ryantown Robbers,Tracyfort Sabres,18,1,7.0,9.0,2024,Competitive,East Amyland Arena Field #3
New Patrickburgh Sox,New Nicole Vikings,18,1,4.5,6.5,2024,Competitive,East Amyland Arena Field #1
Jerrytown Sox,Hubbardton Hornets,18,1,11.0,13.0,2024,Competitive,East Amyland Arena Field #3
South Anthony Eagles,New Matthew Wildcats,18,1,2.5,4.5,2024,Competitive,East Amyland Arena Field #1
Lisahaven Chiefs,Port Cheryl Bucaneers,18,1,13.0,15.0,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Richardmouth Hornets,18,1,15.0,17.0,2024,Competitive,East Amyland Arena Field #1
Tylerland Celtics,Port Rhondaside Mavericks,18,2,12.0,14.0,2024,Competitive,East Amyland Arena Field #1
Port Marktown Commandos,Lake Kevin Bears,18,1,9.0,11.0,2024,Competitive,East Amyland Arena Field #3
New Ryantown Robbers,New Patrickburgh Sox,19,1,6.5,8.5,2024,Competitive,East Amyland Arena Field #4
