team1Name,team2Name,week,day,start,end,season,league,location
Rodriguezburgh Dolphins,East Jacob Americans,18,2,20.5,22.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,Timothyborough Mavericks,18,2,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,East Aprilton Bears,18,2,16.0,18.0,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,South Kylehaven Commandos,18,3,3.0,5.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,East Susan Bulls,18,3,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,North Tammyville Bulls,18,3,19.5,21.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,East Stephanie Chargers,18,4,7.5,9.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,Cruzhaven Chargers,18,5,3.0,5.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,New Jeanette Bobcats,19,3,8.5,10.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Toddbury Hawks,North Lori Westerners,19,2,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
Galvanberg Raptors,Jenniferport Bears,19,3,10.5,12.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,Jamestown Mavericks,19,2,15.0,17.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,Penamouth Robbers,19,4,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,Christianfurt Bobcats,19,1,16.0,18.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,South Melissafort Raptors,19,1,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,North Robin Grizzlies,19,2,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,Port Andrea Rappers,19,1,20.0,22.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,East Jacob Americans,19,3,3.0,5.0,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,Timothyborough Mavericks,19,3,12.5,14.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,East Aprilton Bears,19,3,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,South Kylehaven Commandos,19,1,1.0,3.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,East Susan Bulls,19,3,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,North Tammyville Bulls,19,3,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
Cruzhaven Chargers,East Stephanie Chargers,19,5,4.0,6.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,East Toddbury Hawks,20,2,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
Galvanberg Raptors,New Jeanette Bobcats,20,3,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,North Lori Westerners,20,2,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,Jenniferport Bears,20,2,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,Jamestown Mavericks,20,2,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,Penamouth Robbers,20,4,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,Christianfurt Bobcats,20,3,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,South Melissafort Raptors,20,2,15.0,17.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,North Robin Grizzlies,20,2,20.5,22.5,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,Port Andrea Rappers,20,4,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,East Jacob Americans,20,3,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,East Aprilton Bears,20,4,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,South Kylehaven Commandos,20,3,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
Cruzhaven Chargers,East Susan Bulls,20,1,21.5,23.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Stephanie Chargers,North Tammyville Bulls,20,3,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Galvanberg Raptors,21,2,4.5,6.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,East Toddbury Hawks,21,3,7.5,9.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,New Jeanette Bobcats,21,3,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,North Lori Westerners,21,4,4.5,6.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,Jenniferport Bears,21,3,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,Jamestown Mavericks,21,3,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,Penamouth Robbers,21,1,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,Christianfurt Bobcats,21,3,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,South Melissafort Raptors,21,2,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,North Robin Grizzlies,21,3,20.0,22.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,Port Andrea Rappers,21,1,1.0,3.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,East Jacob Americans,21,3,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,Timothyborough Mavericks,21,4,6.5,8.5,2024,Obsidian League,South Kimberly Plaza Field #1
Cruzhaven Chargers,East Aprilton Bears,21,1,21.0,23.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Stephanie Chargers,South Kylehaven Commandos,21,2,20.0,22.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Tammyville Bulls,East Susan Bulls,21,4,10.5,12.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,West Jonathan Jacks,22,2,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,Galvanberg Raptors,22,4,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,East Toddbury Hawks,22,1,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,New Jeanette Bobcats,22,2,9.0,11.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,North Lori Westerners,22,2,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,Jenniferport Bears,22,2,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,Jamestown Mavericks,22,3,7.0,9.0,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,Penamouth Robbers,22,4,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,Christianfurt Bobcats,22,5,2.0,4.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,South Melissafort Raptors,22,3,19.5,21.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,North Robin Grizzlies,22,2,20.0,22.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,Port Andrea Rappers,22,5,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
Cruzhaven Chargers,East Jacob Americans,22,1,20.5,22.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Stephanie Chargers,Timothyborough Mavericks,22,4,6.5,8.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Tammyville Bulls,East Aprilton Bears,22,3,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Susan Bulls,South Kylehaven Commandos,22,3,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Brianport Raptors,23,1,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,West Jonathan Jacks,23,1,10.5,12.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,Galvanberg Raptors,23,1,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,East Toddbury Hawks,23,2,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,New Jeanette Bobcats,23,2,9.0,11.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,North Lori Westerners,23,1,12.5,14.5,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,Jenniferport Bears,23,1,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,Jamestown Mavericks,23,5,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,Penamouth Robbers,23,3,20.5,22.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,Christianfurt Bobcats,23,3,9.0,11.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,South Melissafort Raptors,23,2,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
Cruzhaven Chargers,North Robin Grizzlies,23,1,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Stephanie Chargers,Port Andrea Rappers,23,1,16.5,18.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Tammyville Bulls,East Jacob Americans,23,1,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Susan Bulls,Timothyborough Mavericks,23,1,20.5,22.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Kylehaven Commandos,East Aprilton Bears,23,2,7.0,9.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,West Amyhaven Jacks,24,1,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,Brianport Raptors,24,1,11.5,13.5,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,West Jonathan Jacks,24,2,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,Galvanberg Raptors,24,2,3.0,5.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,East Toddbury Hawks,24,2,7.0,9.0,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,New Jeanette Bobcats,24,1,13.5,15.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,North Lori Westerners,24,5,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,Jenniferport Bears,24,1,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,Jamestown Mavericks,24,2,9.0,11.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,Penamouth Robbers,24,4,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
Cruzhaven Chargers,Christianfurt Bobcats,24,1,15.5,17.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Stephanie Chargers,South Melissafort Raptors,24,1,17.5,19.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Tammyville Bulls,North Robin Grizzlies,24,1,19.5,21.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Susan Bulls,Port Andrea Rappers,24,1,21.5,23.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Kylehaven Commandos,East Jacob Americans,24,2,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Aprilton Bears,Timothyborough Mavericks,24,2,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,South Sherryview Celtics,25,1,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,West Amyhaven Jacks,25,1,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,Brianport Raptors,25,2,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,West Jonathan Jacks,25,1,11.5,13.5,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,Galvanberg Raptors,25,1,13.5,15.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,East Toddbury Hawks,25,1,15.5,17.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,New Jeanette Bobcats,25,3,19.5,21.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,North Lori Westerners,25,2,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,Jenniferport Bears,25,4,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
Cruzhaven Chargers,Jamestown Mavericks,25,1,17.5,19.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Stephanie Chargers,Penamouth Robbers,25,1,19.5,21.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Tammyville Bulls,Christianfurt Bobcats,25,3,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Susan Bulls,South Melissafort Raptors,25,1,21.5,23.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Kylehaven Commandos,North Robin Grizzlies,25,2,5.5,7.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Aprilton Bears,Port Andrea Rappers,25,1,2.0,4.0,2024,Obsidian League,South Kimberly Plaza Field #1
Timothyborough Mavericks,East Jacob Americans,25,2,20.5,22.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Rodriguezburgh Dolphins,26,1,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,South Sherryview Celtics,26,1,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,West Amyhaven Jacks,26,1,10.5,12.5,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,Brianport Raptors,26,1,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,West Jonathan Jacks,26,5,9.0,11.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,Galvanberg Raptors,26,1,2.5,4.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,East Toddbury Hawks,26,2,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,New Jeanette Bobcats,26,2,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
Cruzhaven Chargers,North Lori Westerners,26,1,15.0,17.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Stephanie Chargers,Jenniferport Bears,26,1,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Tammyville Bulls,Jamestown Mavericks,26,3,6.5,8.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Susan Bulls,Penamouth Robbers,26,1,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Kylehaven Commandos,Christianfurt Bobcats,26,2,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Aprilton Bears,South Melissafort Raptors,26,2,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
Timothyborough Mavericks,North Robin Grizzlies,26,2,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jacob Americans,Port Andrea Rappers,26,4,13.5,15.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,South Stacey Warriors,27,2,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,Rodriguezburgh Dolphins,27,1,10.5,12.5,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,South Sherryview Celtics,27,1,5.0,7.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,West Amyhaven Jacks,27,1,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,Brianport Raptors,27,1,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,West Jonathan Jacks,27,2,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jenniferland Chargers,Galvanberg Raptors,27,3,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
Cruzhaven Chargers,East Toddbury Hawks,27,1,15.0,17.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Stephanie Chargers,New Jeanette Bobcats,27,1,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Tammyville Bulls,North Lori Westerners,27,2,13.5,15.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Susan Bulls,Jenniferport Bears,27,3,11.5,13.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Kylehaven Commandos,Jamestown Mavericks,27,2,5.5,7.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Aprilton Bears,Penamouth Robbers,27,2,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
Timothyborough Mavericks,Christianfurt Bobcats,27,2,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Jacob Americans,South Melissafort Raptors,27,1,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
Port Andrea Rappers,North Robin Grizzlies,27,2,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Wendy Rappers,Edwardstown Dolphins,16,3,0.5,2.5,2024,Diamond League,South Kimberly Plaza Field #1
West David Celtics,Zacharyberg Commandos,16,3,16.5,18.5,2024,Diamond League,South Kimberly Plaza Field #1
Chavezville Bears,Martinezton Grizzlies,16,3,18.5,20.5,2024,Diamond League,South Kimberly Plaza Field #1
East Anthony Grizzlies,South Michelle Sabres,16,4,6.5,8.5,2024,Diamond League,South Kimberly Plaza Field #1
South Barrybury Hawks,Port Roymouth Westerners,16,4,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
South Marcusberg Chiefs,New Jennyton Celtics,16,5,13.0,15.0,2024,Diamond League,South Kimberly Plaza Field #1
Mitchellmouth Grizzlies,Victoriahaven Robbers,16,5,6.0,8.0,2024,Diamond League,South Kimberly Plaza Field #1
Lake Ricardo Grizzlies,Lake Anthonytown Vikings,16,4,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
West Randy Commandos,Westview Warriors,16,5,8.0,10.0,2024,Diamond League,South Kimberly Plaza Field #1
Zamoraton Mavericks,Catherinechester Eagles,16,4,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,Stacyfort Rappers,16,4,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,Lisamouth Eagles,16,4,4.0,6.0,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,Port Josemouth Grizzlies,16,7,7.0,9.0,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,Port James Rappers,16,6,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,East Kevin Raptors,16,4,19.5,21.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,Richardbury Rappers,16,4,1.5,3.5,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,North Antonio Raptors,16,7,9.0,11.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Jenniferside Bucaneers,16,7,11.0,13.0,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,Erintown Bucaneers,16,6,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Jamesport Bucaneers,16,7,13.0,15.0,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,Paulfort Sabres,16,6,14.5,16.5,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,New Jamesbury Bucaneers,16,6,3.5,5.5,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,West David Celtics,17,3,2.0,4.0,2024,Diamond League,South Kimberly Plaza Field #1
Chavezville Bears,Edwardstown Dolphins,17,5,13.0,15.0,2024,Diamond League,South Kimberly Plaza Field #1
East Anthony Grizzlies,Zacharyberg Commandos,17,2,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
South Barrybury Hawks,Martinezton Grizzlies,17,2,18.5,20.5,2024,Diamond League,South Kimberly Plaza Field #1
South Marcusberg Chiefs,South Michelle Sabres,17,1,3.0,5.0,2024,Diamond League,South Kimberly Plaza Field #1
Mitchellmouth Grizzlies,Port Roymouth Westerners,17,7,6.0,8.0,2024,Diamond League,South Kimberly Plaza Field #1
Lake Ricardo Grizzlies,New Jennyton Celtics,17,6,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
West Randy Commandos,Victoriahaven Robbers,17,3,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Zamoraton Mavericks,Lake Anthonytown Vikings,17,4,16.5,18.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,Westview Warriors,17,3,4.0,6.0,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,Catherinechester Eagles,17,4,4.0,6.0,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,Stacyfort Rappers,17,2,20.5,22.5,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,Lisamouth Eagles,17,6,10.5,12.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Port Josemouth Grizzlies,17,3,20.0,22.0,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,Port James Rappers,17,3,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,East Kevin Raptors,17,3,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,Richardbury Rappers,17,7,8.0,10.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,North Antonio Raptors,17,7,10.5,12.5,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,Johnmouth Mavericks,17,4,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,Jenniferside Bucaneers,17,6,16.5,18.5,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,Erintown Bucaneers,17,6,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,Paulfort Sabres,17,6,14.5,16.5,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,New Jamesbury Bucaneers,17,5,18.5,20.5,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,Chavezville Bears,18,3,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
East Anthony Grizzlies,West David Celtics,18,3,14.0,16.0,2024,Diamond League,South Kimberly Plaza Field #1
South Barrybury Hawks,Edwardstown Dolphins,18,4,9.5,11.5,2024,Diamond League,South Kimberly Plaza Field #1
South Marcusberg Chiefs,Zacharyberg Commandos,18,1,1.0,3.0,2024,Diamond League,South Kimberly Plaza Field #1
Mitchellmouth Grizzlies,Martinezton Grizzlies,18,5,5.0,7.0,2024,Diamond League,South Kimberly Plaza Field #1
Lake Ricardo Grizzlies,South Michelle Sabres,18,4,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
West Randy Commandos,Port Roymouth Westerners,18,2,1.5,3.5,2024,Diamond League,South Kimberly Plaza Field #1
Zamoraton Mavericks,New Jennyton Celtics,18,5,12.0,14.0,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,Victoriahaven Robbers,18,4,18.0,20.0,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,Lake Anthonytown Vikings,18,6,9.0,11.0,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,Westview Warriors,18,4,4.5,6.5,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,Catherinechester Eagles,18,4,20.0,22.0,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Stacyfort Rappers,18,6,5.5,7.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,Lisamouth Eagles,18,6,2.5,4.5,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,Port Josemouth Grizzlies,18,5,16.5,18.5,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,East Kevin Raptors,18,5,7.0,9.0,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,Richardbury Rappers,18,3,21.5,23.5,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,North Antonio Raptors,18,5,9.0,11.0,2024,Diamond League,South Kimberly Plaza Field #1
North Kimberly Grizzlies,Johnmouth Mavericks,18,6,17.0,19.0,2024,Diamond League,South Kimberly Plaza Field #1
South Zacharyville Bears,Jenniferside Bucaneers,18,7,19.5,21.5,2024,Diamond League,South Kimberly Plaza Field #1
Kaitlynton Eagles,Erintown Bucaneers,18,6,11.0,13.0,2024,Diamond League,South Kimberly Plaza Field #1
West Matthewshire Chiefs,Jamesport Bucaneers,18,5,14.5,16.5,2024,Diamond League,South Kimberly Plaza Field #1
New Jamesbury Bucaneers,Paulfort Sabres,18,5,18.5,20.5,2024,Diamond League,South Kimberly Plaza Field #1
West Wendy Rappers,East Anthony Grizzlies,19,4,6.0,8.0,2024,Diamond League,South Kimberly Plaza Field #1
South Barrybury Hawks,Chavezville Bears,19,5,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
South Marcusberg Chiefs,West David Celtics,19,2,19.0,21.0,2024,Diamond League,South Kimberly Plaza Field #1
Mitchellmouth Grizzlies,Edwardstown Dolphins,19,7,6.0,8.0,2024,Diamond League,South Kimberly Plaza Field #1
Lake Ricardo Grizzlies,Zacharyberg Commandos,19,4,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
West Randy Commandos,Martinezton Grizzlies,19,5,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
Zamoraton Mavericks,South Michelle Sabres,19,4,11.5,13.5,2024,Diamond League,South Kimberly Plaza Field #1
New Ashley Hornets,Port Roymouth Westerners,19,4,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
South Emilyville Sox,New Jennyton Celtics,19,6,8.5,10.5,2024,Diamond League,South Kimberly Plaza Field #1
Mooreland Hornets,Victoriahaven Robbers,19,1,3.0,5.0,2024,Diamond League,South Kimberly Plaza Field #1
Carrbury Mavericks,Lake Anthonytown Vikings,19,4,17.5,19.5,2024,Diamond League,South Kimberly Plaza Field #1
Brownborough Vikings,Westview Warriors,19,5,6.0,8.0,2024,Diamond League,South Kimberly Plaza Field #1
New Ambermouth Pirates,Catherinechester Eagles,19,4,3.5,5.5,2024,Diamond League,South Kimberly Plaza Field #1
North Shannon Sabres,Stacyfort Rappers,19,5,15.5,17.5,2024,Diamond League,South Kimberly Plaza Field #1
Bauermouth Vikings,Lisamouth Eagles,19,7,8.0,10.0,2024,Diamond League,South Kimberly Plaza Field #1
Benjaminton Sox,Port Josemouth Grizzlies,19,3,21.0,23.0,2024,Diamond League,South Kimberly Plaza Field #1
New Emily Bulls,Port James Rappers,19,6,13.5,15.5,2024,Diamond League,South Kimberly Plaza Field #1
West Nancy Chiefs,East Kevin Raptors,19,4,19.5,21.5,2024,Diamond League,South Kimberly Plaza Field #1
